,predicted,target,err,delta
36106,0.478576,0.476909,0.001667,0.001667
74558,0.301481,0.301147,0.000334,0.000334
58221,0.389770,0.388409,0.001361,0.001361
36154,0.371825,0.371916,0.000091,-0.000091
24470,0.055441,0.051292,0.004149,0.004149
15391,0.475726,0.473396,0.002329,0.002329
83058,0.303390,0.301848,0.001542,0.001542
70940,0.103515,0.100190,0.003325,0.003325
63352,0.265411,0.264320,0.001091,0.001091
7914,0.347567,0.346180,0.001387,0.001387
94030,0.579920,0.577444,0.002476,0.002476
7146,0.174795,0.173232,0.001563,0.001563
40991,0.401039,0.399696,0.001343,0.001343
88270,0.096181,0.095102,0.001079,0.001079
87507,0.404232,0.402329,0.001903,0.001903
99897,0.279313,0.279048,0.000265,0.000265
38784,0.405159,0.403773,0.001386,0.001386
64638,0.416127,0.414263,0.001864,0.001864
17941,0.457689,0.455943,0.001746,0.001746
13883,0.468400,0.466772,0.001628,0.001628
14394,0.243910,0.242370,0.001540,0.001540
48914,0.233747,0.233953,0.000206,-0.000206
71018,0.202319,0.199408,0.002910,0.002910
83992,0.585038,0.584044,0.000994,0.000994
1328,0.600234,0.597967,0.002268,0.002268
32962,0.096240,0.092918,0.003322,0.003322
5066,0.322309,0.319927,0.002382,0.002382
73149,0.237232,0.236332,0.000900,0.000900
29041,0.017247,0.016069,0.001178,0.001178
97081,0.268877,0.268546,0.000330,0.000330
42572,0.427474,0.425129,0.002344,0.002344
16662,0.452859,0.450612,0.002247,0.002247
32883,0.551512,0.549042,0.002470,0.002470
84527,0.524765,0.523420,0.001345,0.001345
38553,0.516827,0.514365,0.002462,0.002462
38572,0.325879,0.325702,0.000177,0.000177
41363,0.598584,0.598572,0.000012,0.000012
79135,0.449358,0.448122,0.001235,0.001235
36916,0.276709,0.275800,0.000909,0.000909
61043,0.431355,0.430408,0.000947,0.000947
9480,0.426837,0.424553,0.002284,0.002284
4443,0.312402,0.310826,0.001576,0.001576
24041,0.502966,0.501407,0.001559,0.001559
51889,0.407317,0.406081,0.001237,0.001237
85337,0.201389,0.199403,0.001986,0.001986
31014,0.189385,0.186335,0.003050,0.003050
97910,0.073081,0.070806,0.002275,0.002275
33811,0.240173,0.239574,0.000599,0.000599
40187,0.175634,0.173192,0.002442,0.002442
59769,0.386726,0.385785,0.000940,0.000940
73498,0.521267,0.519439,0.001828,0.001828
16799,0.201103,0.198660,0.002443,0.002443
81849,0.409975,0.408780,0.001195,0.001195
54422,0.461392,0.459213,0.002179,0.002179
25605,0.283203,0.279020,0.004183,0.004183
42109,0.226167,0.224271,0.001896,0.001896
83461,0.521678,0.518781,0.002898,0.002898
91459,0.473650,0.471012,0.002638,0.002638
15966,0.178608,0.177439,0.001170,0.001170
31807,0.132140,0.129221,0.002918,0.002918
51527,0.501757,0.500367,0.001391,0.001391
35430,0.520403,0.519674,0.000729,0.000729
16965,0.193841,0.191825,0.002016,0.002016
15483,0.284297,0.280191,0.004105,0.004105
57648,0.348106,0.346977,0.001128,0.001128
24924,0.317389,0.314459,0.002930,0.002930
90781,0.596792,0.595372,0.001420,0.001420
64878,0.120182,0.117342,0.002840,0.002840
95918,0.076135,0.073678,0.002458,0.002458
90685,0.315069,0.313089,0.001980,0.001980
72600,0.373070,0.370806,0.002264,0.002264
18056,0.044542,0.041720,0.002822,0.002822
65581,0.205766,0.202500,0.003266,0.003266
8456,0.324214,0.323011,0.001203,0.001203
52263,0.567181,0.565473,0.001708,0.001708
99871,0.579604,0.577393,0.002211,0.002211
8029,0.323713,0.323679,0.000035,0.000035
79628,0.404845,0.402440,0.002405,0.002405
95837,0.570435,0.568172,0.002263,0.002263
49345,0.429758,0.428285,0.001473,0.001473
74309,0.245473,0.242925,0.002548,0.002548
8425,0.456166,0.454740,0.001426,0.001426
89296,0.328566,0.328218,0.000348,0.000348
42282,0.079472,0.076278,0.003194,0.003194
99249,0.205516,0.206093,0.000577,-0.000577
9452,0.401818,0.399748,0.002070,0.002070
36772,0.194624,0.192656,0.001968,0.001968
12189,0.335683,0.335399,0.000284,0.000284
59957,0.202204,0.201086,0.001118,0.001118
89440,0.071354,0.069451,0.001903,0.001903
67928,0.326239,0.326612,0.000373,-0.000373
31018,0.025147,0.023147,0.002000,0.002000
75637,0.272269,0.270256,0.002013,0.002013
66021,0.589738,0.587561,0.002177,0.002177
53571,0.021533,0.018299,0.003234,0.003234
96795,0.307905,0.305727,0.002178,0.002178
51601,0.083439,0.080029,0.003410,0.003410
7143,0.489588,0.488548,0.001040,0.001040
61771,0.642141,0.640457,0.001684,0.001684
37482,0.252495,0.249228,0.003267,0.003267
20606,0.167903,0.165725,0.002178,0.002178
7767,0.207268,0.207064,0.000204,0.000204
90450,0.497786,0.496404,0.001382,0.001382
1972,0.329852,0.328488,0.001364,0.001364
33881,0.438722,0.436650,0.002072,0.002072
90644,0.474380,0.472851,0.001529,0.001529
90171,0.421454,0.419308,0.002146,0.002146
39831,0.292940,0.288940,0.004000,0.004000
45467,0.335208,0.335050,0.000158,0.000158
39450,0.000384,0.001670,0.001285,-0.001285
68641,0.428610,0.427334,0.001276,0.001276
41330,0.123965,0.122164,0.001801,0.001801
16700,0.439604,0.437709,0.001894,0.001894
4710,0.311409,0.310780,0.000630,0.000630
10074,0.420912,0.419252,0.001660,0.001660
80582,0.516235,0.514652,0.001582,0.001582
36328,0.046404,0.042663,0.003742,0.003742
75215,0.298121,0.295756,0.002365,0.002365
83646,0.141805,0.141358,0.000447,0.000447
25747,0.291837,0.289970,0.001866,0.001866
45228,0.013758,0.011472,0.002287,0.002287
85200,0.456684,0.454631,0.002053,0.002053
19326,0.437411,0.435702,0.001709,0.001709
12707,0.367153,0.365788,0.001365,0.001365
51429,0.148570,0.145741,0.002829,0.002829
80,0.213247,0.210703,0.002544,0.002544
82444,0.482547,0.480794,0.001753,0.001753
17817,0.201783,0.198813,0.002970,0.002970
52341,0.196023,0.194521,0.001503,0.001503
19933,0.034302,0.031118,0.003184,0.003184
12709,0.449192,0.448135,0.001058,0.001058
8227,0.325500,0.325306,0.000194,0.000194
7579,0.529474,0.523452,0.006022,0.006022
81881,0.404172,0.402566,0.001606,0.001606
50458,0.474431,0.471910,0.002522,0.002522
40237,0.383441,0.382167,0.001275,0.001275
2915,0.095156,0.091336,0.003820,0.003820
66334,0.083795,0.080183,0.003612,0.003612
77710,0.173774,0.173281,0.000493,0.000493
749,0.168013,0.166713,0.001300,0.001300
79482,0.081321,0.077154,0.004166,0.004166
45404,0.118038,0.114630,0.003407,0.003407
66700,0.522100,0.521068,0.001032,0.001032
91471,0.556557,0.554756,0.001801,0.001801
18513,0.226518,0.225088,0.001429,0.001429
72556,0.272241,0.269424,0.002817,0.002817
97331,0.541992,0.540388,0.001604,0.001604
50118,0.044611,0.040532,0.004079,0.004079
34768,0.268174,0.267620,0.000554,0.000554
4755,0.585548,0.584828,0.000719,0.000719
69120,0.559796,0.557883,0.001913,0.001913
91721,0.458004,0.456780,0.001224,0.001224
86002,0.037253,0.034038,0.003215,0.003215
335,0.295072,0.293498,0.001574,0.001574
66129,0.484411,0.482940,0.001471,0.001471
20144,0.518251,0.515461,0.002790,0.002790
81518,0.518641,0.516127,0.002514,0.002514
44761,0.109305,0.105915,0.003391,0.003391
8494,0.231166,0.228752,0.002414,0.002414
59294,0.561532,0.559272,0.002259,0.002259
3844,0.058793,0.055726,0.003067,0.003067
8836,0.324702,0.324646,0.000056,0.000056
5338,0.486470,0.484285,0.002184,0.002184
92758,0.135420,0.134460,0.000960,0.000960
73069,0.263773,0.262317,0.001456,0.001456
69941,0.547704,0.545933,0.001771,0.001771
31151,0.083472,0.080659,0.002813,0.002813
12932,0.119449,0.116115,0.003334,0.003334
82439,0.514914,0.511326,0.003588,0.003588
45907,0.362588,0.362499,0.000088,0.000088
71251,0.129782,0.127157,0.002625,0.002625
68387,0.217942,0.215403,0.002539,0.002539
49989,0.532213,0.529958,0.002255,0.002255
48172,0.172639,0.170297,0.002342,0.002342
97396,0.442857,0.441543,0.001314,0.001314
36012,0.605595,0.604837,0.000758,0.000758
38408,0.505857,0.503800,0.002056,0.002056
75323,0.022916,0.020206,0.002710,0.002710
25049,0.047103,0.044799,0.002304,0.002304
7205,0.127949,0.126411,0.001539,0.001539
75663,0.269354,0.267928,0.001426,0.001426
12223,0.155604,0.153833,0.001771,0.001771
4816,0.236738,0.234317,0.002421,0.002421
1985,0.254737,0.253026,0.001711,0.001711
39243,0.507875,0.505327,0.002549,0.002549
66305,0.394390,0.392483,0.001907,0.001907
29773,0.218384,0.218760,0.000377,-0.000377
51926,0.241237,0.239218,0.002019,0.002019
11396,0.091345,0.089025,0.002319,0.002319
87385,0.089983,0.087207,0.002776,0.002776
7643,0.533238,0.531659,0.001578,0.001578
27730,0.217882,0.216400,0.001482,0.001482
60232,0.307786,0.305804,0.001982,0.001982
60943,0.600028,0.597895,0.002133,0.002133
14768,0.014558,0.011997,0.002561,0.002561
34186,0.378507,0.378813,0.000306,-0.000306
67079,0.646908,0.645045,0.001863,0.001863
12203,0.251343,0.249084,0.002259,0.002259
66889,0.200668,0.199519,0.001148,0.001148
24478,0.185806,0.183504,0.002303,0.002303
18081,0.549527,0.547852,0.001675,0.001675
16013,0.270092,0.268144,0.001948,0.001948
76096,0.121552,0.119455,0.002096,0.002096
435,0.083797,0.080950,0.002847,0.002847
6912,0.573269,0.572140,0.001129,0.001129
14095,0.060934,0.058040,0.002893,0.002893
74260,0.254426,0.253105,0.001321,0.001321
10276,0.451162,0.449618,0.001544,0.001544
58624,0.399862,0.397510,0.002352,0.002352
50291,0.445295,0.443393,0.001902,0.001902
25240,0.048697,0.044269,0.004428,0.004428
48905,0.268857,0.266772,0.002085,0.002085
48125,0.410779,0.408620,0.002159,0.002159
67069,0.493484,0.490325,0.003159,0.003159
26275,0.114262,0.110738,0.003524,0.003524
55445,0.403187,0.401929,0.001258,0.001258
97004,0.389063,0.387807,0.001256,0.001256
53132,0.395175,0.393815,0.001360,0.001360
5511,0.592076,0.590162,0.001914,0.001914
52668,0.434901,0.433956,0.000945,0.000945
5227,0.193989,0.193011,0.000978,0.000978
86677,0.333736,0.332124,0.001612,0.001612
19125,0.366577,0.365748,0.000828,0.000828
68705,0.584721,0.582162,0.002559,0.002559
13685,0.464016,0.462812,0.001204,0.001204
3648,0.417501,0.415096,0.002406,0.002406
6720,0.196269,0.193764,0.002505,0.002505
49497,0.226660,0.224732,0.001929,0.001929
95029,0.488926,0.488116,0.000810,0.000810
53290,0.189473,0.187644,0.001829,0.001829
96391,0.300131,0.299021,0.001110,0.001110
32681,0.080285,0.077541,0.002744,0.002744
93776,0.140522,0.139178,0.001344,0.001344
24308,0.221815,0.219991,0.001824,0.001824
44103,0.367819,0.367809,0.000011,0.000011
99289,0.379927,0.379192,0.000734,0.000734
96575,0.050671,0.046546,0.004124,0.004124
4536,0.279769,0.279229,0.000540,0.000540
4036,0.292951,0.290979,0.001973,0.001973
6081,0.268950,0.268291,0.000659,0.000659
53928,0.224505,0.222656,0.001849,0.001849
77692,0.572156,0.570185,0.001972,0.001972
49745,0.287623,0.286957,0.000666,0.000666
33506,0.244162,0.240580,0.003582,0.003582
41673,0.345126,0.342988,0.002138,0.002138
69226,0.267867,0.266556,0.001311,0.001311
27006,0.386137,0.384010,0.002126,0.002126
25640,0.289240,0.288178,0.001062,0.001062
90553,0.067991,0.064752,0.003238,0.003238
90862,0.446444,0.445144,0.001301,0.001301
2856,0.405682,0.403810,0.001871,0.001871
995,0.383668,0.382278,0.001390,0.001390
35559,0.346068,0.344759,0.001310,0.001310
48288,0.295977,0.294239,0.001738,0.001738
68654,0.139279,0.136667,0.002612,0.002612
73219,0.568766,0.567355,0.001410,0.001410
12433,0.355389,0.354262,0.001127,0.001127
3693,0.593067,0.591437,0.001630,0.001630
54589,0.369371,0.368389,0.000982,0.000982
43986,0.425556,0.423850,0.001706,0.001706
62772,0.361222,0.359958,0.001265,0.001265
15745,0.189064,0.188601,0.000463,0.000463
76335,0.587250,0.584640,0.002610,0.002610
32951,0.307997,0.305988,0.002009,0.002009
40175,0.119056,0.116619,0.002438,0.002438
31170,0.470832,0.470204,0.000628,0.000628
42133,0.366025,0.364779,0.001246,0.001246
5342,0.479706,0.477821,0.001885,0.001885
38962,0.059287,0.056052,0.003235,0.003235
24979,0.339479,0.338895,0.000584,0.000584
32713,0.443548,0.441750,0.001798,0.001798
93289,0.426274,0.424389,0.001884,0.001884
26357,0.462525,0.459828,0.002697,0.002697
56692,0.184995,0.183277,0.001717,0.001717
23487,0.401568,0.400259,0.001309,0.001309
79231,0.216137,0.212420,0.003717,0.003717
34912,0.256230,0.254938,0.001292,0.001292
78121,0.367955,0.366772,0.001183,0.001183
96323,-0.002120,0.000000,0.002120,-0.002120
98607,0.112292,0.109724,0.002567,0.002567
97608,0.407339,0.406059,0.001280,0.001280
25073,0.166604,0.165599,0.001005,0.001005
59302,0.156505,0.155550,0.000955,0.000955
16812,0.548155,0.546021,0.002135,0.002135
92239,0.016089,0.013314,0.002775,0.002775
25627,0.576676,0.572042,0.004634,0.004634
2239,0.554127,0.548342,0.005785,0.005785
82175,0.335930,0.336001,0.000071,-0.000071
53802,0.385743,0.384914,0.000829,0.000829
86200,0.306293,0.305006,0.001287,0.001287
81308,0.430805,0.429379,0.001426,0.001426
20778,0.256685,0.255726,0.000960,0.000960
40763,0.182506,0.180078,0.002428,0.002428
43055,0.285441,0.284873,0.000569,0.000569
34576,0.177949,0.175504,0.002446,0.002446
40858,0.417601,0.416719,0.000882,0.000882
50196,0.337806,0.337644,0.000162,0.000162
9621,0.419968,0.417889,0.002079,0.002079
32105,0.158023,0.157415,0.000608,0.000608
4392,0.185118,0.183558,0.001560,0.001560
75598,0.259111,0.259224,0.000112,-0.000112
92117,0.067816,0.064593,0.003223,0.003223
31029,0.384140,0.383116,0.001024,0.001024
54779,0.239051,0.238105,0.000947,0.000947
52602,0.017725,0.015910,0.001815,0.001815
90700,0.435056,0.433288,0.001768,0.001768
75431,0.458682,0.456897,0.001785,0.001785
83713,0.397719,0.396333,0.001386,0.001386
11011,0.303861,0.301473,0.002388,0.002388
36606,0.404549,0.402405,0.002144,0.002144
14981,0.002405,0.004457,0.002053,-0.002053
74150,0.111553,0.108576,0.002977,0.002977
60235,0.338075,0.336977,0.001097,0.001097
3919,0.009325,0.007930,0.001395,0.001395
28630,0.191042,0.189256,0.001786,0.001786
53104,0.333247,0.332379,0.000868,0.000868
73864,0.494019,0.492979,0.001039,0.001039
68381,0.323602,0.321468,0.002133,0.002133
97930,0.125650,0.123151,0.002499,0.002499
78574,0.618144,0.616362,0.001782,0.001782
1941,0.569566,0.566643,0.002922,0.002922
98267,0.306628,0.306881,0.000254,-0.000254
38465,0.364525,0.362873,0.001653,0.001653
64540,0.187183,0.185203,0.001980,0.001980
37299,0.375250,0.374128,0.001122,0.001122
9886,0.368537,0.367147,0.001390,0.001390
88826,0.075312,0.072311,0.003000,0.003000
57650,0.230819,0.228759,0.002060,0.002060
58729,0.234175,0.232639,0.001537,0.001537
78776,0.349665,0.349168,0.000497,0.000497
77955,0.180193,0.179393,0.000800,0.000800
90366,0.051615,0.046802,0.004813,0.004813
42506,0.193245,0.191074,0.002171,0.002171
61074,0.437402,0.433241,0.004161,0.004161
40055,0.462148,0.460988,0.001160,0.001160
2247,0.331515,0.331724,0.000210,-0.000210
79761,0.069762,0.066821,0.002941,0.002941
51442,0.239408,0.238738,0.000669,0.000669
88582,0.402484,0.401060,0.001424,0.001424
99422,0.084340,0.080645,0.003695,0.003695
26383,0.369493,0.367199,0.002294,0.002294
6489,0.433022,0.432283,0.000739,0.000739
15447,0.091291,0.088277,0.003014,0.003014
43079,0.511642,0.510095,0.001547,0.001547
81337,0.372353,0.372423,0.000070,-0.000070
22465,0.466982,0.465141,0.001841,0.001841
33143,0.360043,0.359242,0.000801,0.000801
43506,0.424978,0.423403,0.001575,0.001575
49319,0.546848,0.545225,0.001623,0.001623
55540,0.096373,0.092331,0.004043,0.004043
29673,0.224394,0.223235,0.001158,0.001158
67144,0.299179,0.298702,0.000477,0.000477
87832,0.260581,0.258752,0.001829,0.001829
37483,0.244261,0.242573,0.001689,0.001689
20403,0.096913,0.093163,0.003750,0.003750
60395,0.087014,0.083767,0.003246,0.003246
86881,0.403436,0.401563,0.001873,0.001873
25244,0.510219,0.507645,0.002574,0.002574
83084,0.350797,0.349445,0.001353,0.001353
94662,0.525421,0.522928,0.002493,0.002493
37440,0.580708,0.579198,0.001510,0.001510
2317,0.300317,0.298995,0.001321,0.001321
69556,0.285529,0.283669,0.001860,0.001860
71742,0.313935,0.312382,0.001553,0.001553
31965,0.244195,0.242584,0.001611,0.001611
57741,-0.000297,0.000832,0.001129,-0.001129
56770,0.221674,0.219148,0.002526,0.002526
6507,0.417134,0.414515,0.002619,0.002619
97477,0.210587,0.206739,0.003848,0.003848
95188,0.365088,0.364171,0.000917,0.000917
87637,0.367924,0.366233,0.001691,0.001691
26229,0.177086,0.175294,0.001792,0.001792
55855,0.058337,0.055014,0.003324,0.003324
7638,0.518288,0.516844,0.001444,0.001444
93493,0.568700,0.565694,0.003006,0.003006
47420,0.491466,0.489141,0.002326,0.002326
89612,0.267865,0.266795,0.001069,0.001069
8962,0.142059,0.139859,0.002200,0.002200
97494,0.081907,0.078332,0.003575,0.003575
2641,0.066651,0.063634,0.003017,0.003017
81305,0.098512,0.096512,0.002000,0.002000
78548,0.056141,0.052685,0.003456,0.003456
31030,0.499306,0.497085,0.002221,0.002221
43914,0.208494,0.207654,0.000840,0.000840
4166,0.629138,0.628325,0.000813,0.000813
4238,0.434960,0.430298,0.004662,0.004662
86239,0.270110,0.270310,0.000200,-0.000200
25878,0.012182,0.011227,0.000955,0.000955
90348,0.192624,0.191688,0.000936,0.000936
37611,0.360639,0.359367,0.001272,0.001272
71991,0.221274,0.219698,0.001576,0.001576
91143,0.139898,0.137271,0.002627,0.002627
17121,0.558542,0.552012,0.006530,0.006530
96387,0.315113,0.313401,0.001713,0.001713
87220,0.430650,0.429252,0.001398,0.001398
7607,0.420157,0.419028,0.001129,0.001129
1486,0.495559,0.493889,0.001670,0.001670
11021,0.142747,0.140343,0.002405,0.002405
23400,-0.002943,0.000002,0.002944,-0.002944
47190,0.285390,0.282531,0.002859,0.002859
57671,0.549573,0.547836,0.001737,0.001737
73895,0.284717,0.282377,0.002339,0.002339
98002,0.412904,0.412003,0.000901,0.000901
16795,0.239559,0.239021,0.000537,0.000537
16751,0.254500,0.253188,0.001312,0.001312
41086,0.551864,0.549565,0.002300,0.002300
97599,0.165201,0.163197,0.002004,0.002004
72060,0.140690,0.138749,0.001941,0.001941
99329,0.246699,0.245113,0.001586,0.001586
46704,0.226493,0.225097,0.001396,0.001396
58320,0.107326,0.103836,0.003490,0.003490
93759,0.300256,0.298892,0.001364,0.001364
93404,0.476445,0.475222,0.001223,0.001223
10871,0.318395,0.317760,0.000634,0.000634
90953,0.123823,0.120374,0.003449,0.003449
94225,0.346605,0.344845,0.001760,0.001760
87568,0.078078,0.073478,0.004600,0.004600
87253,0.281038,0.278132,0.002906,0.002906
40008,0.363616,0.363539,0.000077,0.000077
48205,0.181534,0.179387,0.002147,0.002147
69250,0.157250,0.155671,0.001579,0.001579
54390,0.590414,0.588511,0.001903,0.001903
30586,0.274836,0.272137,0.002700,0.002700
14895,0.186719,0.184712,0.002006,0.002006
50152,0.162265,0.159679,0.002585,0.002585
95075,0.379867,0.378387,0.001480,0.001480
46251,0.475311,0.474021,0.001290,0.001290
22629,0.113780,0.110970,0.002809,0.002809
50856,0.353367,0.352852,0.000515,0.000515
31054,0.311099,0.310367,0.000731,0.000731
55876,0.318295,0.316453,0.001842,0.001842
7966,0.281265,0.280136,0.001129,0.001129
72100,0.367014,0.366222,0.000792,0.000792
67611,0.322438,0.321632,0.000806,0.000806
14848,0.194665,0.193166,0.001499,0.001499
30299,0.593201,0.592338,0.000863,0.000863
89184,0.253588,0.251054,0.002533,0.002533
66124,0.413577,0.411703,0.001874,0.001874
5125,0.231978,0.230143,0.001835,0.001835
26588,0.377605,0.375733,0.001873,0.001873
27834,0.087512,0.084852,0.002660,0.002660
82639,0.562132,0.560878,0.001254,0.001254
25806,0.103125,0.099450,0.003675,0.003675
41934,0.565092,0.562276,0.002816,0.002816
30757,0.199939,0.197943,0.001997,0.001997
44743,0.533753,0.532204,0.001549,0.001549
5536,0.447419,0.445730,0.001688,0.001688
80749,0.289282,0.286708,0.002574,0.002574
91308,0.583569,0.582932,0.000637,0.000637
6435,0.490683,0.488676,0.002007,0.002007
28397,0.309849,0.306391,0.003458,0.003458
88854,0.233369,0.231110,0.002259,0.002259
17041,0.475921,0.474345,0.001576,0.001576
6365,0.312590,0.311607,0.000983,0.000983
70539,0.535058,0.533733,0.001325,0.001325
43841,0.177604,0.175009,0.002595,0.002595
38780,0.238408,0.237069,0.001338,0.001338
65406,0.543429,0.541425,0.002004,0.002004
85544,0.481415,0.479318,0.002097,0.002097
89179,0.397258,0.396323,0.000935,0.000935
55302,0.451544,0.449219,0.002325,0.002325
63132,0.251584,0.250301,0.001283,0.001283
50874,0.258795,0.257953,0.000842,0.000842
88470,0.487733,0.486088,0.001646,0.001646
84429,0.111909,0.109214,0.002696,0.002696
4278,0.345011,0.344609,0.000402,0.000402
52382,0.489126,0.487809,0.001318,0.001318
96381,0.551924,0.549698,0.002226,0.002226
1975,0.562828,0.560396,0.002432,0.002432
59989,0.521110,0.516068,0.005042,0.005042
64794,0.185145,0.182966,0.002179,0.002179
22417,0.581793,0.579528,0.002266,0.002266
46752,0.253720,0.252376,0.001344,0.001344
34264,0.273756,0.271843,0.001912,0.001912
45142,0.261482,0.262158,0.000676,-0.000676
31850,0.018167,0.016000,0.002167,0.002167
90923,0.365394,0.365829,0.000435,-0.000435
97987,0.150373,0.148443,0.001931,0.001931
79986,0.603847,0.602994,0.000853,0.000853
77782,0.323278,0.321732,0.001546,0.001546
20230,0.586574,0.583956,0.002618,0.002618
12892,0.018095,0.015481,0.002614,0.002614
82767,0.555630,0.553866,0.001765,0.001765
85036,0.373061,0.371421,0.001639,0.001639
71207,0.431212,0.429308,0.001904,0.001904
22377,0.220023,0.218428,0.001595,0.001595
4032,0.253095,0.250815,0.002281,0.002281
86106,-0.000423,0.000557,0.000980,-0.000980
39256,0.392241,0.391157,0.001084,0.001084
20990,0.200178,0.198107,0.002070,0.002070
70789,0.411764,0.410411,0.001353,0.001353
87689,0.033653,0.029742,0.003911,0.003911
21002,0.372737,0.372766,0.000029,-0.000029
44444,0.449025,0.446820,0.002206,0.002206
5525,0.089629,0.086616,0.003013,0.003013
49051,0.424336,0.421082,0.003254,0.003254
90275,0.254834,0.250639,0.004195,0.004195
94321,0.298524,0.297332,0.001192,0.001192
19656,0.432430,0.430681,0.001749,0.001749
52000,0.479721,0.478152,0.001569,0.001569
43508,0.494308,0.492056,0.002252,0.002252
28556,0.399539,0.397100,0.002439,0.002439
82414,0.309118,0.305737,0.003381,0.003381
50363,0.138986,0.137652,0.001334,0.001334
7113,0.382422,0.380699,0.001723,0.001723
86850,0.509161,0.507667,0.001494,0.001494
87763,0.414239,0.412687,0.001552,0.001552
90606,0.495519,0.493354,0.002165,0.002165
44652,0.117370,0.113482,0.003888,0.003888
58970,0.439026,0.437185,0.001840,0.001840
6551,-0.003648,0.000000,0.003648,-0.003648
71032,0.512435,0.510271,0.002163,0.002163
2578,0.361962,0.360384,0.001579,0.001579
2133,0.187564,0.186286,0.001278,0.001278
32027,0.023410,0.020836,0.002574,0.002574
97287,0.439430,0.438094,0.001336,0.001336
45839,0.089384,0.086233,0.003151,0.003151
3758,0.596389,0.596052,0.000337,0.000337
74957,0.332516,0.331423,0.001093,0.001093
81229,0.022572,0.020678,0.001895,0.001895
30717,0.306456,0.305536,0.000920,0.000920
5966,0.223056,0.221963,0.001093,0.001093
22974,0.590019,0.587826,0.002194,0.002194
2034,0.175106,0.173085,0.002020,0.002020
9450,0.457238,0.454948,0.002290,0.002290
46322,0.552870,0.550427,0.002444,0.002444
24580,0.374411,0.373485,0.000926,0.000926
1323,0.134369,0.132600,0.001769,0.001769
86452,0.427519,0.426394,0.001125,0.001125
14655,0.458081,0.456513,0.001568,0.001568
13378,0.234246,0.232887,0.001359,0.001359
7584,0.504304,0.502508,0.001796,0.001796
33582,0.473821,0.471177,0.002645,0.002645
53183,0.357920,0.356447,0.001474,0.001474
45625,0.010365,0.008350,0.002015,0.002015
68393,0.194109,0.193169,0.000940,0.000940
96156,0.107469,0.105984,0.001485,0.001485
15230,0.206810,0.203870,0.002939,0.002939
29707,0.203104,0.201234,0.001869,0.001869
80708,0.207682,0.206599,0.001083,0.001083
5819,0.283598,0.282592,0.001006,0.001006
80496,0.250397,0.247068,0.003329,0.003329
36295,0.419144,0.418164,0.000980,0.000980
64154,0.112290,0.108228,0.004062,0.004062
4139,-0.000074,0.000595,0.000669,-0.000669
61243,0.367018,0.364907,0.002112,0.002112
76388,0.161559,0.160106,0.001452,0.001452
4575,0.274869,0.272966,0.001903,0.001903
7888,0.244517,0.243388,0.001129,0.001129
17943,0.432932,0.431803,0.001129,0.001129
31806,0.231168,0.229699,0.001469,0.001469
72411,0.588522,0.586949,0.001573,0.001573
48374,0.098198,0.094369,0.003829,0.003829
13004,0.561977,0.559725,0.002251,0.002251
81461,0.124920,0.123570,0.001350,0.001350
1578,0.160884,0.159173,0.001710,0.001710
85281,0.263221,0.261116,0.002104,0.002104
25648,0.349562,0.348867,0.000694,0.000694
98784,0.374354,0.373812,0.000542,0.000542
75113,0.534261,0.532973,0.001288,0.001288
41636,0.597068,0.596397,0.000671,0.000671
78568,0.572221,0.569147,0.003075,0.003075
90951,0.273003,0.272474,0.000529,0.000529
18380,0.417676,0.416744,0.000932,0.000932
27927,0.351888,0.350536,0.001353,0.001353
61546,0.124797,0.121414,0.003383,0.003383
61238,0.517956,0.516205,0.001752,0.001752
9195,0.029998,0.027452,0.002546,0.002546
80711,0.471112,0.469631,0.001481,0.001481
71039,0.300017,0.299787,0.000230,0.000230
54328,0.299273,0.298503,0.000769,0.000769
34617,0.453743,0.452716,0.001027,0.001027
77177,0.322780,0.321715,0.001066,0.001066
54517,0.347740,0.347559,0.000181,0.000181
90905,0.208825,0.208003,0.000821,0.000821
37454,0.057959,0.053811,0.004148,0.004148
37084,0.121530,0.121534,0.000004,-0.000004
34471,0.404903,0.402671,0.002232,0.002232
27511,0.251974,0.251169,0.000806,0.000806
49034,0.164077,0.161706,0.002371,0.002371
15108,0.261904,0.260525,0.001378,0.001378
49106,0.568403,0.566044,0.002359,0.002359
13778,0.277145,0.275668,0.001477,0.001477
58651,0.272680,0.271385,0.001295,0.001295
5140,0.352314,0.351821,0.000493,0.000493
12672,0.205600,0.204887,0.000714,0.000714
88539,0.302308,0.302535,0.000227,-0.000227
29397,0.358212,0.357636,0.000575,0.000575
3433,0.265370,0.264469,0.000901,0.000901
26899,0.198364,0.195429,0.002936,0.002936
97527,0.619671,0.618418,0.001253,0.001253
77804,0.514241,0.512636,0.001605,0.001605
55141,0.474970,0.473980,0.000990,0.000990
34632,0.611665,0.610560,0.001105,0.001105
96457,0.185020,0.183638,0.001382,0.001382
23761,0.159863,0.156971,0.002892,0.002892
30007,0.268213,0.267543,0.000670,0.000670
42182,0.332321,0.332279,0.000043,0.000043
11131,0.369963,0.367692,0.002270,0.002270
8587,0.522809,0.520002,0.002807,0.002807
6964,0.103664,0.100648,0.003016,0.003016
53926,0.337615,0.337453,0.000162,0.000162
89086,0.571316,0.568317,0.002998,0.002998
70280,0.468389,0.467436,0.000953,0.000953
21023,0.144274,0.141242,0.003032,0.003032
56410,0.319005,0.315706,0.003298,0.003298
12852,0.442528,0.441499,0.001029,0.001029
