,predicted,target,err,delta
81498,0.130855,0.130328,0.000527,0.000527
79358,0.255129,0.252867,0.002262,0.002262
74641,0.346916,0.346092,0.000824,0.000824
45062,0.499786,0.496775,0.003011,0.003011
58747,0.575646,0.573820,0.001826,0.001826
23381,0.452544,0.451204,0.001340,0.001340
93083,0.180829,0.180726,0.000103,0.000103
67893,0.264552,0.262858,0.001694,0.001694
66597,0.204418,0.203243,0.001175,0.001175
23352,0.396288,0.394531,0.001757,0.001757
18875,0.099041,0.096148,0.002893,0.002893
42834,0.155950,0.153376,0.002574,0.002574
68144,0.595668,0.594133,0.001535,0.001535
21567,0.077335,0.074491,0.002844,0.002844
19663,0.180352,0.180159,0.000193,0.000193
91441,0.570031,0.568220,0.001811,0.001811
87057,0.265405,0.265818,0.000413,-0.000413
13839,0.394967,0.393649,0.001318,0.001318
83787,-0.001894,0.000000,0.001894,-0.001894
88961,0.550459,0.549003,0.001456,0.001456
80878,0.404065,0.402719,0.001346,0.001346
28413,0.095277,0.092572,0.002705,0.002705
62470,0.305976,0.306080,0.000104,-0.000104
36058,0.289567,0.287952,0.001615,0.001615
31326,0.182247,0.179636,0.002610,0.002610
64861,0.500657,0.498365,0.002292,0.002292
71737,0.589174,0.587774,0.001400,0.001400
12435,0.306109,0.305914,0.000195,0.000195
5146,0.000615,0.003228,0.002613,-0.002613
34329,0.530893,0.528069,0.002824,0.002824
64000,0.319287,0.318783,0.000503,0.000503
84237,0.228405,0.226013,0.002392,0.002392
79470,0.185560,0.183446,0.002113,0.002113
43784,0.299222,0.298252,0.000970,0.000970
21196,0.243588,0.242574,0.001014,0.001014
39158,0.492959,0.490764,0.002195,0.002195
28966,0.177796,0.176877,0.000919,0.000919
86536,0.411320,0.409951,0.001370,0.001370
92083,0.158808,0.156218,0.002590,0.002590
60228,0.591977,0.589531,0.002446,0.002446
99013,0.304546,0.304507,0.000039,0.000039
2322,0.160122,0.158543,0.001579,0.001579
82415,0.400023,0.398524,0.001498,0.001498
17382,0.594430,0.592369,0.002061,0.002061
70738,0.583372,0.582252,0.001120,0.001120
76111,0.491463,0.489274,0.002189,0.002189
83227,0.346426,0.345641,0.000785,0.000785
40027,0.487792,0.485952,0.001841,0.001841
3699,0.084021,0.080837,0.003184,0.003184
82958,0.456590,0.455084,0.001506,0.001506
46726,0.581663,0.579580,0.002083,0.002083
1807,0.168665,0.167977,0.000688,0.000688
99632,0.197065,0.196896,0.000168,0.000168
698,0.268244,0.267486,0.000758,0.000758
52028,0.252750,0.251386,0.001364,0.001364
48007,0.388011,0.387770,0.000241,0.000241
28792,0.334171,0.334411,0.000240,-0.000240
33177,-0.001247,0.000224,0.001471,-0.001471
74117,0.621393,0.619805,0.001588,0.001588
64090,0.195747,0.193613,0.002134,0.002134
79527,0.212112,0.211491,0.000621,0.000621
66143,0.376840,0.374886,0.001954,0.001954
71585,0.221600,0.218244,0.003356,0.003356
26549,0.361697,0.361561,0.000136,0.000136
965,0.437035,0.436772,0.000263,0.000263
44922,0.488071,0.487188,0.000883,0.000883
10591,0.315293,0.313516,0.001776,0.001776
32073,0.158623,0.156345,0.002278,0.002278
91758,0.254958,0.252878,0.002080,0.002080
23256,0.553167,0.551316,0.001851,0.001851
17346,0.026038,0.025338,0.000700,0.000700
41967,0.539944,0.538408,0.001536,0.001536
74962,0.101638,0.098688,0.002950,0.002950
54891,0.132746,0.132232,0.000513,0.000513
59446,0.174108,0.173153,0.000955,0.000955
12621,0.450255,0.448770,0.001485,0.001485
82717,0.349028,0.347983,0.001045,0.001045
49209,0.077730,0.074834,0.002895,0.002895
38925,0.483487,0.482652,0.000835,0.000835
19488,0.031898,0.028979,0.002919,0.002919
18969,0.319806,0.316765,0.003041,0.003041
16100,0.227552,0.225241,0.002311,0.002311
26922,0.059423,0.057330,0.002093,0.002093
64214,0.094777,0.093205,0.001573,0.001573
2099,0.402576,0.402964,0.000388,-0.000388
52346,0.329545,0.329833,0.000288,-0.000288
27970,0.524591,0.522306,0.002285,0.002285
38317,0.127688,0.125419,0.002268,0.002268
18590,0.397067,0.394811,0.002255,0.002255
46890,0.126090,0.124238,0.001852,0.001852
45402,0.206742,0.204595,0.002147,0.002147
21904,0.511410,0.509868,0.001542,0.001542
23948,0.364837,0.365625,0.000788,-0.000788
83880,0.175884,0.174970,0.000914,0.000914
15337,0.319286,0.319401,0.000116,-0.000116
18749,0.242629,0.239236,0.003393,0.003393
68862,0.463115,0.461291,0.001824,0.001824
83013,0.499373,0.497399,0.001974,0.001974
75238,0.339579,0.338240,0.001339,0.001339
50925,0.392339,0.390392,0.001948,0.001948
33286,0.442262,0.441820,0.000442,0.000442
33195,0.077154,0.073307,0.003848,0.003848
69469,0.017184,0.015839,0.001345,0.001345
49716,0.174744,0.173945,0.000799,0.000799
3791,0.378620,0.376524,0.002096,0.002096
89702,0.166414,0.164068,0.002346,0.002346
73699,0.208934,0.209109,0.000175,-0.000175
11402,0.599805,0.598687,0.001118,0.001118
80572,0.396177,0.395924,0.000253,0.000253
89660,0.358865,0.357711,0.001154,0.001154
90890,0.118192,0.115252,0.002939,0.002939
69920,0.449438,0.447738,0.001700,0.001700
8768,0.105177,0.101499,0.003678,0.003678
56716,0.413619,0.411131,0.002489,0.002489
39658,0.620376,0.618796,0.001581,0.001581
26355,0.136614,0.135629,0.000985,0.000985
32325,0.284030,0.284701,0.000672,-0.000672
27169,0.165981,0.165809,0.000172,0.000172
83220,0.388283,0.387445,0.000838,0.000838
23629,0.357707,0.357262,0.000445,0.000445
17819,0.132149,0.133123,0.000974,-0.000974
74009,0.461432,0.458477,0.002954,0.002954
33233,-0.000753,0.000113,0.000866,-0.000866
26252,0.007887,0.007340,0.000547,0.000547
62980,0.017669,0.015720,0.001950,0.001950
93176,0.057648,0.054279,0.003368,0.003368
54764,0.381547,0.380908,0.000639,0.000639
91042,0.248087,0.247093,0.000994,0.000994
30316,0.131150,0.127981,0.003168,0.003168
84839,0.131521,0.129502,0.002019,0.002019
72334,0.168726,0.166223,0.002503,0.002503
74655,0.524621,0.522729,0.001892,0.001892
14737,0.417207,0.417022,0.000185,0.000185
29525,0.149017,0.146540,0.002477,0.002477
67781,0.275643,0.276140,0.000497,-0.000497
8970,0.271561,0.271439,0.000123,0.000123
74481,0.389665,0.388357,0.001308,0.001308
37192,0.319864,0.319251,0.000613,0.000613
58484,0.386933,0.385517,0.001415,0.001415
14972,0.152140,0.150815,0.001325,0.001325
20160,0.440895,0.438565,0.002330,0.002330
99236,-0.002099,0.000003,0.002102,-0.002102
13109,0.474721,0.472707,0.002014,0.002014
63579,0.566739,0.563476,0.003263,0.003263
4498,0.443790,0.441005,0.002785,0.002785
54162,0.244968,0.244164,0.000803,0.000803
65549,0.202959,0.201434,0.001526,0.001526
71580,0.242815,0.241877,0.000939,0.000939
5157,0.505203,0.503998,0.001204,0.001204
59425,0.542855,0.541092,0.001763,0.001763
19776,0.127646,0.124827,0.002819,0.002819
14468,0.345289,0.345084,0.000205,0.000205
23973,0.545376,0.543444,0.001932,0.001932
69593,0.294200,0.294511,0.000311,-0.000311
69370,0.139081,0.137567,0.001514,0.001514
25535,0.335886,0.336135,0.000249,-0.000249
78308,0.290774,0.291434,0.000660,-0.000660
4246,0.154773,0.153935,0.000837,0.000837
10324,0.403175,0.402542,0.000633,0.000633
94495,0.456428,0.455636,0.000791,0.000791
1583,0.521306,0.518676,0.002630,0.002630
38869,0.594655,0.593692,0.000963,0.000963
25787,0.447758,0.446998,0.000760,0.000760
32159,0.432423,0.430845,0.001579,0.001579
70335,0.265094,0.264635,0.000459,0.000459
79259,0.283440,0.283417,0.000023,0.000023
78955,0.407361,0.405005,0.002356,0.002356
99554,0.555461,0.553836,0.001625,0.001625
14545,0.018017,0.016117,0.001899,0.001899
97817,0.389466,0.388121,0.001345,0.001345
2349,0.464478,0.462422,0.002056,0.002056
61703,0.019604,0.017996,0.001608,0.001608
74743,0.473961,0.472245,0.001716,0.001716
78335,-0.000648,0.000439,0.001087,-0.001087
57488,0.283057,0.280989,0.002068,0.002068
18954,0.352268,0.350605,0.001663,0.001663
20818,0.201732,0.199467,0.002265,0.002265
39545,0.242005,0.239575,0.002430,0.002430
74068,0.066678,0.064179,0.002499,0.002499
47317,0.042154,0.039833,0.002320,0.002320
15766,0.332394,0.332711,0.000317,-0.000317
85025,0.234892,0.232315,0.002577,0.002577
94924,0.306754,0.304434,0.002320,0.002320
88710,0.361768,0.360913,0.000855,0.000855
27334,0.148686,0.145321,0.003365,0.003365
81528,0.365476,0.363525,0.001951,0.001951
58317,0.146722,0.145519,0.001203,0.001203
35244,0.563086,0.561355,0.001731,0.001731
40497,0.170890,0.168856,0.002034,0.002034
10835,0.000924,0.002614,0.001690,-0.001690
99793,-0.002965,0.000000,0.002965,-0.002965
70003,0.468192,0.465885,0.002307,0.002307
40841,0.153643,0.151948,0.001695,0.001695
69860,0.283444,0.283104,0.000340,0.000340
13765,0.325466,0.324900,0.000566,0.000566
93054,0.410794,0.409320,0.001474,0.001474
9979,0.383483,0.383245,0.000238,0.000238
34271,0.349826,0.349931,0.000105,-0.000105
88012,0.018160,0.016584,0.001576,0.001576
29465,0.036797,0.034204,0.002593,0.002593
80948,0.403016,0.402204,0.000812,0.000812
91367,0.432644,0.432580,0.000064,0.000064
96360,0.196854,0.195501,0.001353,0.001353
63445,0.287890,0.286189,0.001702,0.001702
16234,0.446482,0.444552,0.001930,0.001930
94958,0.528232,0.526553,0.001679,0.001679
78083,0.041196,0.040247,0.000949,0.000949
87761,0.393167,0.392432,0.000735,0.000735
76969,0.060783,0.058645,0.002138,0.002138
53133,0.074350,0.071733,0.002617,0.002617
97850,0.335819,0.334975,0.000844,0.000844
28644,0.244974,0.245376,0.000402,-0.000402
45531,0.374238,0.371683,0.002556,0.002556
66438,0.407622,0.406026,0.001596,0.001596
12752,0.362078,0.360618,0.001459,0.001459
88341,0.386522,0.385359,0.001163,0.001163
39746,0.258657,0.258616,0.000041,0.000041
33735,0.217243,0.213865,0.003378,0.003378
88417,0.107472,0.106189,0.001282,0.001282
40534,0.580371,0.577925,0.002446,0.002446
65374,0.274006,0.271348,0.002658,0.002658
75954,0.185694,0.184731,0.000963,0.000963
18176,0.266606,0.266850,0.000244,-0.000244
1175,0.436742,0.435663,0.001079,0.001079
29578,0.145395,0.143759,0.001636,0.001636
2592,0.286829,0.287020,0.000190,-0.000190
93485,0.158457,0.158825,0.000368,-0.000368
95208,0.507205,0.505546,0.001659,0.001659
94263,0.341568,0.340812,0.000756,0.000756
74851,0.178660,0.176154,0.002506,0.002506
48672,0.131307,0.128763,0.002544,0.002544
101,0.526032,0.523565,0.002467,0.002467
94519,0.485023,0.483918,0.001106,0.001106
73146,0.585300,0.580372,0.004928,0.004928
69340,0.399905,0.398134,0.001772,0.001772
92567,0.552679,0.551725,0.000955,0.000955
5034,0.322427,0.321650,0.000777,0.000777
97255,0.186370,0.185816,0.000555,0.000555
63418,0.299815,0.299988,0.000173,-0.000173
69709,0.087081,0.084949,0.002132,0.002132
24147,0.542226,0.541776,0.000450,0.000450
15368,0.307066,0.306117,0.000949,0.000949
14701,0.262601,0.261370,0.001231,0.001231
90877,0.539201,0.537731,0.001470,0.001470
66424,0.148717,0.147970,0.000747,0.000747
10912,0.329655,0.327877,0.001777,0.001777
68632,0.517330,0.516021,0.001309,0.001309
61995,0.503318,0.501939,0.001380,0.001380
9724,0.222361,0.221474,0.000886,0.000886
81347,0.565970,0.562754,0.003216,0.003216
72935,0.207925,0.205413,0.002512,0.002512
12266,0.340581,0.339824,0.000757,0.000757
90317,0.362773,0.362568,0.000205,0.000205
3112,0.326371,0.325643,0.000728,0.000728
69545,0.491058,0.487807,0.003251,0.003251
7217,0.538314,0.535515,0.002800,0.002800
36557,0.008386,0.008000,0.000386,0.000386
41266,0.273564,0.272204,0.001360,0.001360
58558,0.135418,0.133189,0.002229,0.002229
34401,0.430875,0.427526,0.003349,0.003349
81054,0.034297,0.032641,0.001656,0.001656
46864,0.477085,0.475497,0.001588,0.001588
33029,0.198628,0.198461,0.000166,0.000166
90019,0.013950,0.011742,0.002208,0.002208
18755,0.127005,0.124549,0.002456,0.002456
19783,0.551149,0.549424,0.001725,0.001725
39176,0.082538,0.080330,0.002208,0.002208
18621,0.209912,0.207058,0.002854,0.002854
67099,0.406259,0.406516,0.000257,-0.000257
61216,0.297093,0.295864,0.001229,0.001229
77897,0.370328,0.367981,0.002347,0.002347
4009,0.592006,0.590460,0.001546,0.001546
2997,0.634411,0.632776,0.001635,0.001635
44097,0.021816,0.020536,0.001280,0.001280
43602,0.434552,0.433075,0.001477,0.001477
29887,0.478192,0.475976,0.002216,0.002216
46395,0.318562,0.318674,0.000113,-0.000113
48816,0.496654,0.494897,0.001757,0.001757
65357,0.358073,0.358194,0.000121,-0.000121
92531,0.476738,0.475540,0.001198,0.001198
47149,0.009276,0.008240,0.001036,0.001036
21968,0.219632,0.218516,0.001116,0.001116
55446,0.581953,0.579286,0.002668,0.002668
70087,0.053242,0.050962,0.002280,0.002280
69022,0.472526,0.470531,0.001995,0.001995
86965,0.246829,0.245863,0.000966,0.000966
79989,0.551580,0.549356,0.002224,0.002224
27471,0.234901,0.233487,0.001414,0.001414
20682,0.550225,0.549192,0.001033,0.001033
32178,0.379413,0.379009,0.000404,0.000404
97562,0.311113,0.308574,0.002539,0.002539
2098,0.393863,0.392447,0.001416,0.001416
53916,0.505217,0.501952,0.003265,0.003265
51937,0.180785,0.178396,0.002389,0.002389
90411,0.208028,0.206869,0.001159,0.001159
3136,0.241717,0.239428,0.002289,0.002289
87389,0.110638,0.107959,0.002678,0.002678
25141,0.358975,0.356785,0.002190,0.002190
80062,0.509422,0.507880,0.001542,0.001542
24896,0.568691,0.564463,0.004229,0.004229
9434,0.102932,0.101979,0.000953,0.000953
14311,0.473502,0.472348,0.001154,0.001154
7108,0.292604,0.291909,0.000695,0.000695
52353,0.279150,0.277596,0.001554,0.001554
29845,0.263034,0.261360,0.001674,0.001674
69782,0.011277,0.010785,0.000492,0.000492
53789,0.339250,0.339770,0.000521,-0.000521
22023,0.322124,0.321251,0.000872,0.000872
20308,0.245813,0.243905,0.001909,0.001909
80092,0.453413,0.453164,0.000249,0.000249
10744,0.469321,0.467993,0.001328,0.001328
67030,0.587974,0.586468,0.001506,0.001506
72039,0.377860,0.377836,0.000024,0.000024
68564,0.092846,0.090315,0.002531,0.002531
46990,0.402702,0.401475,0.001227,0.001227
60097,0.481026,0.479776,0.001250,0.001250
3229,0.181660,0.181041,0.000619,0.000619
76761,0.272135,0.271158,0.000977,0.000977
57476,0.204248,0.204067,0.000181,0.000181
25459,0.351475,0.351130,0.000345,0.000345
29435,0.550570,0.549325,0.001245,0.001245
13166,0.270289,0.269988,0.000301,0.000301
8020,0.161732,0.160941,0.000791,0.000791
36921,0.045971,0.043216,0.002755,0.002755
20807,0.460169,0.457652,0.002517,0.002517
29323,0.007652,0.007684,0.000032,-0.000032
48297,0.018525,0.017108,0.001417,0.001417
88042,0.228852,0.229021,0.000169,-0.000169
151,0.463558,0.461663,0.001895,0.001895
32495,0.449686,0.449305,0.000381,0.000381
12734,0.471161,0.468212,0.002950,0.002950
22493,0.431221,0.430891,0.000330,0.000330
99474,0.474634,0.473785,0.000848,0.000848
95296,0.525521,0.523239,0.002282,0.002282
4505,0.507563,0.506750,0.000813,0.000813
2644,0.000208,0.002250,0.002043,-0.002043
9983,0.203849,0.204248,0.000400,-0.000400
71097,0.009924,0.008450,0.001474,0.001474
59725,0.586033,0.584676,0.001357,0.001357
81267,0.157958,0.157602,0.000356,0.000356
94850,0.326404,0.325493,0.000911,0.000911
54944,0.501130,0.499368,0.001762,0.001762
64380,0.250917,0.249004,0.001913,0.001913
66140,0.008636,0.006721,0.001915,0.001915
19070,0.336404,0.335962,0.000442,0.000442
82688,0.514743,0.512719,0.002023,0.002023
11293,0.148328,0.147076,0.001252,0.001252
25352,0.298905,0.296028,0.002877,0.002877
49758,0.594060,0.591408,0.002652,0.002652
34502,0.063536,0.062755,0.000781,0.000781
74093,0.056853,0.052956,0.003896,0.003896
82102,0.135491,0.133950,0.001541,0.001541
81870,0.112349,0.110249,0.002100,0.002100
45274,0.311857,0.311995,0.000138,-0.000138
34119,0.408019,0.407263,0.000756,0.000756
45997,0.173353,0.171789,0.001564,0.001564
16271,0.109469,0.107112,0.002358,0.002358
15662,0.357944,0.357236,0.000708,0.000708
6836,0.540294,0.538756,0.001538,0.001538
74914,0.122004,0.120446,0.001558,0.001558
73281,0.155778,0.154371,0.001407,0.001407
47294,0.499593,0.499268,0.000325,0.000325
42740,0.576670,0.573244,0.003426,0.003426
64665,0.268463,0.267073,0.001390,0.001390
6235,0.146083,0.145503,0.000580,0.000580
98667,0.136877,0.137130,0.000253,-0.000253
16801,0.214029,0.212287,0.001742,0.001742
14731,0.232729,0.231905,0.000824,0.000824
66265,0.525171,0.523410,0.001762,0.001762
73789,0.234982,0.233397,0.001584,0.001584
2542,0.178138,0.176065,0.002072,0.002072
20225,0.474235,0.472948,0.001287,0.001287
67020,0.362181,0.361110,0.001071,0.001071
44062,0.280932,0.281482,0.000550,-0.000550
43317,0.467332,0.464269,0.003063,0.003063
69632,0.568633,0.566444,0.002189,0.002189
38702,0.148566,0.147444,0.001122,0.001122
16009,0.600586,0.599019,0.001567,0.001567
41197,0.295247,0.294324,0.000924,0.000924
89447,0.269157,0.267680,0.001477,0.001477
63473,0.030339,0.028116,0.002222,0.002222
22882,0.006304,0.005949,0.000355,0.000355
49870,0.109491,0.107246,0.002245,0.002245
39966,0.259083,0.257609,0.001474,0.001474
54900,0.145082,0.142638,0.002444,0.002444
48184,0.314741,0.315129,0.000387,-0.000387
17150,0.091886,0.089326,0.002560,0.002560
35805,0.202186,0.201332,0.000854,0.000854
47104,0.466560,0.465774,0.000787,0.000787
80430,0.074621,0.072534,0.002088,0.002088
84746,0.094142,0.091132,0.003010,0.003010
26864,0.443682,0.442248,0.001435,0.001435
52071,0.428771,0.425631,0.003139,0.003139
31372,0.055722,0.054634,0.001088,0.001088
59296,0.299783,0.297669,0.002114,0.002114
22613,0.015762,0.014431,0.001331,0.001331
75052,0.205248,0.205048,0.000201,0.000201
59963,0.497811,0.494645,0.003166,0.003166
48682,0.256223,0.256908,0.000684,-0.000684
21995,0.508569,0.507353,0.001216,0.001216
18122,0.260119,0.259632,0.000488,0.000488
80350,0.122758,0.119808,0.002950,0.002950
69670,0.334444,0.333729,0.000715,0.000715
81983,0.227644,0.226850,0.000794,0.000794
69465,0.307610,0.305946,0.001664,0.001664
33838,0.342720,0.340910,0.001810,0.001810
48274,0.301275,0.301423,0.000148,-0.000148
38307,0.346293,0.346163,0.000130,0.000130
89148,0.527876,0.525328,0.002548,0.002548
70989,0.080888,0.078230,0.002658,0.002658
31595,0.113174,0.110002,0.003172,0.003172
77490,0.447679,0.445023,0.002656,0.002656
33009,0.070989,0.068706,0.002283,0.002283
45383,0.561540,0.559697,0.001843,0.001843
37199,0.584516,0.582347,0.002168,0.002168
96591,0.204379,0.204433,0.000054,-0.000054
17415,0.512087,0.509409,0.002678,0.002678
76480,-0.002164,0.000000,0.002164,-0.002164
6741,0.273661,0.272649,0.001012,0.001012
69347,0.474751,0.473331,0.001420,0.001420
90657,0.577812,0.572701,0.005111,0.005111
79097,0.381600,0.380228,0.001372,0.001372
91114,0.219864,0.219537,0.000327,0.000327
93166,0.468639,0.467087,0.001552,0.001552
68293,0.535692,0.533038,0.002654,0.002654
76149,0.040418,0.037829,0.002589,0.002589
22127,0.220356,0.217170,0.003186,0.003186
31880,0.355147,0.353178,0.001968,0.001968
53310,0.379520,0.378409,0.001111,0.001111
89602,0.241430,0.241206,0.000223,0.000223
28642,0.258437,0.257476,0.000961,0.000961
89380,0.541909,0.539692,0.002218,0.002218
14005,0.140411,0.137617,0.002794,0.002794
47944,0.188825,0.187958,0.000866,0.000866
8561,0.124676,0.122892,0.001784,0.001784
2522,0.355385,0.354418,0.000967,0.000967
58131,0.178437,0.177270,0.001167,0.001167
44266,0.359279,0.358699,0.000581,0.000581
53670,0.155072,0.152415,0.002656,0.002656
69571,0.096007,0.091881,0.004126,0.004126
96115,0.178259,0.177381,0.000878,0.000878
97593,0.437756,0.435131,0.002625,0.002625
79243,0.333243,0.331562,0.001682,0.001682
22782,0.248505,0.249578,0.001073,-0.001073
98604,0.212333,0.210809,0.001524,0.001524
59822,0.289609,0.286809,0.002800,0.002800
7423,0.224215,0.223923,0.000292,0.000292
44878,0.131924,0.130063,0.001861,0.001861
15480,0.276228,0.275007,0.001221,0.001221
42867,0.025303,0.023124,0.002178,0.002178
90358,0.071762,0.069642,0.002120,0.002120
45338,0.089281,0.087485,0.001797,0.001797
82648,0.318825,0.318764,0.000061,0.000061
36140,0.451908,0.451273,0.000635,0.000635
87384,0.504041,0.502875,0.001166,0.001166
56654,0.150567,0.148480,0.002087,0.002087
13203,-0.002002,0.000001,0.002003,-0.002003
32025,0.144922,0.141453,0.003468,0.003468
90597,0.574926,0.570955,0.003971,0.003971
62628,0.591778,0.590240,0.001538,0.001538
16606,0.551630,0.549803,0.001827,0.001827
82795,0.207593,0.207862,0.000269,-0.000269
3761,0.463419,0.462350,0.001069,0.001069
38003,0.027081,0.025697,0.001384,0.001384
58533,-0.000344,0.000155,0.000499,-0.000499
8409,0.357447,0.355241,0.002205,0.002205
91923,0.332712,0.333953,0.001240,-0.001240
47750,0.469914,0.467636,0.002279,0.002279
29809,0.157712,0.158457,0.000745,-0.000745
10645,0.362035,0.361842,0.000193,0.000193
36535,0.570861,0.567791,0.003070,0.003070
22450,0.548987,0.547049,0.001939,0.001939
12622,0.317722,0.315655,0.002067,0.002067
64488,0.152753,0.150151,0.002602,0.002602
95278,0.189858,0.189205,0.000653,0.000653
7881,0.351190,0.350057,0.001133,0.001133
49935,0.653000,0.649618,0.003382,0.003382
9694,0.231692,0.231168,0.000523,0.000523
78963,0.288938,0.289915,0.000977,-0.000977
55559,0.384276,0.382565,0.001711,0.001711
16461,0.538424,0.536688,0.001736,0.001736
25389,0.582473,0.581461,0.001012,0.001012
31290,0.423685,0.422244,0.001440,0.001440
70859,0.495229,0.493089,0.002140,0.002140
41691,0.170052,0.168307,0.001746,0.001746
95687,-0.000397,0.001008,0.001405,-0.001405
2442,0.218380,0.215884,0.002496,0.002496
78562,0.098628,0.095651,0.002977,0.002977
13722,0.418205,0.417689,0.000516,0.000516
10762,0.510326,0.508100,0.002225,0.002225
83818,0.378408,0.377883,0.000525,0.000525
5069,0.104450,0.102189,0.002261,0.002261
97055,0.188659,0.187431,0.001228,0.001228
48154,0.508057,0.506046,0.002011,0.002011
48614,0.482824,0.480904,0.001920,0.001920
43652,0.549002,0.547223,0.001779,0.001779
347,0.002273,0.004268,0.001995,-0.001995
95471,0.046130,0.042617,0.003513,0.003513
37652,0.464778,0.462020,0.002758,0.002758
83844,0.156245,0.156597,0.000352,-0.000352
63808,0.248022,0.246961,0.001061,0.001061
5979,0.385723,0.384528,0.001196,0.001196
93213,0.391904,0.391343,0.000561,0.000561
89165,0.240382,0.239970,0.000412,0.000412
43990,0.259336,0.259178,0.000158,0.000158
43737,0.473562,0.472422,0.001141,0.001141
33156,0.616858,0.615692,0.001166,0.001166
51636,0.015615,0.014681,0.000934,0.000934
17719,0.396930,0.395290,0.001640,0.001640
21549,0.431062,0.428594,0.002468,0.002468
56418,0.578793,0.575623,0.003170,0.003170
20972,0.343381,0.342815,0.000566,0.000566
33567,0.545640,0.544820,0.000820,0.000820
12724,0.252799,0.250099,0.002700,0.002700
97216,0.108600,0.105302,0.003297,0.003297
79662,0.444056,0.441900,0.002156,0.002156
49774,0.155666,0.154834,0.000832,0.000832
88192,0.114648,0.112198,0.002450,0.002450
73860,0.111274,0.112536,0.001262,-0.001262
47744,0.605560,0.603112,0.002448,0.002448
79209,0.110011,0.108869,0.001142,0.001142
29634,0.491352,0.489043,0.002309,0.002309
55953,0.562201,0.560535,0.001665,0.001665
96224,0.534764,0.533465,0.001300,0.001300
17359,0.116923,0.116240,0.000683,0.000683
95046,0.413165,0.411756,0.001409,0.001409
75987,0.626836,0.625354,0.001482,0.001482
85466,0.583379,0.581354,0.002026,0.002026
73473,0.418032,0.416616,0.001416,0.001416
7055,0.347370,0.347237,0.000133,0.000133
83281,0.252108,0.250937,0.001170,0.001170
3235,0.457826,0.455539,0.002287,0.002287
71686,0.239582,0.238268,0.001313,0.001313
63170,0.309775,0.308171,0.001604,0.001604
31270,0.440041,0.438312,0.001729,0.001729
708,0.337967,0.336389,0.001578,0.001578
88017,0.379143,0.380054,0.000912,-0.000912
8022,0.438398,0.437274,0.001124,0.001124
11256,0.251411,0.253900,0.002489,-0.002489
3278,0.499159,0.498356,0.000802,0.000802
83615,0.005858,0.005241,0.000617,0.000617
23080,0.199331,0.198119,0.001213,0.001213
40628,0.034653,0.032066,0.002587,0.002587
30818,0.585786,0.583020,0.002766,0.002766
92581,0.593920,0.592158,0.001762,0.001762
27582,0.354018,0.354214,0.000195,-0.000195
83923,0.421342,0.419994,0.001348,0.001348
46685,0.454749,0.452332,0.002417,0.002417
99138,0.369308,0.367305,0.002003,0.002003
73817,0.315054,0.314404,0.000650,0.000650
94312,0.468399,0.467791,0.000608,0.000608
56089,0.081292,0.078238,0.003054,0.003054
64254,0.249837,0.247928,0.001909,0.001909
36192,0.534881,0.533204,0.001677,0.001677
91753,0.378977,0.378590,0.000387,0.000387
47446,0.557876,0.556338,0.001538,0.001538
33151,0.264172,0.263111,0.001062,0.001062
9991,0.224396,0.222928,0.001467,0.001467
82163,0.032839,0.031726,0.001112,0.001112
74201,0.239009,0.237121,0.001888,0.001888
31168,0.460935,0.458786,0.002149,0.002149
20591,0.565594,0.563295,0.002299,0.002299
17713,0.367124,0.365120,0.002004,0.002004
47063,0.221219,0.221204,0.000015,0.000015
99933,0.308077,0.306132,0.001946,0.001946
46307,0.382145,0.380241,0.001904,0.001904
64229,0.393714,0.391380,0.002334,0.002334
41195,0.163099,0.162598,0.000501,0.000501
1330,0.200641,0.199476,0.001165,0.001165
96962,0.022831,0.021270,0.001561,0.001561
79193,0.334847,0.335634,0.000787,-0.000787
52252,0.300667,0.299727,0.000940,0.000940
5070,0.232912,0.230572,0.002340,0.002340
15501,0.313647,0.312590,0.001058,0.001058
46329,0.109435,0.110464,0.001028,-0.001028
96201,0.183576,0.182657,0.000919,0.000919
11806,0.477488,0.474322,0.003166,0.003166
1070,0.475193,0.474063,0.001131,0.001131
9451,0.519486,0.515320,0.004167,0.004167
9237,0.117718,0.114994,0.002724,0.002724
44668,0.390405,0.388600,0.001805,0.001805
42198,0.268119,0.267280,0.000839,0.000839
31442,0.121512,0.121927,0.000415,-0.000415
45936,0.200844,0.200190,0.000653,0.000653
41642,0.225565,0.224080,0.001485,0.001485
77790,0.121851,0.119846,0.002005,0.002005
40366,0.348208,0.346268,0.001940,0.001940
6272,0.352754,0.350857,0.001897,0.001897
27998,0.130136,0.127448,0.002688,0.002688
86236,0.566841,0.564305,0.002536,0.002536
45639,0.399404,0.397065,0.002340,0.002340
79785,0.207480,0.207318,0.000162,0.000162
57404,-0.002480,0.000000,0.002480,-0.002480
72906,0.424017,0.422854,0.001163,0.001163
90235,0.599931,0.598317,0.001613,0.001613
93003,0.095641,0.093447,0.002194,0.002194
73117,0.487824,0.485560,0.002265,0.002265
74277,0.072251,0.070306,0.001945,0.001945
19655,0.246854,0.245903,0.000951,0.000951
94409,0.412401,0.410654,0.001747,0.001747
27903,0.550038,0.547834,0.002203,0.002203
93168,0.384004,0.382863,0.001141,0.001141
44343,0.395825,0.395955,0.000130,-0.000130
19349,0.399348,0.397702,0.001646,0.001646
15901,0.509985,0.508016,0.001969,0.001969
