,predicted,target,err:
40383,0.299281,0.300134,0.000853
59235,0.058249,0.062147,0.003898
24120,0.274069,0.272768,0.001301
9382,0.171175,0.172957,0.001782
11198,0.442622,0.442176,0.000446
36271,0.114442,0.115313,0.000871
6384,0.125367,0.124543,0.000824
32379,0.575372,0.575991,0.000619
56514,0.340194,0.339986,0.000208
40114,0.037678,0.038761,0.001083
16847,0.117282,0.118128,0.000846
41866,0.343598,0.344793,0.001195
55034,0.113132,0.113168,0.000036
459,0.060080,0.062870,0.002790
17623,0.059049,0.060087,0.001038
29330,0.131272,0.131258,0.000014
7074,0.464407,0.464281,0.000126
3082,0.280415,0.279855,0.000560
20402,0.225339,0.225948,0.000609
12921,0.504971,0.501895,0.003076
14907,0.453913,0.454643,0.000730
58967,0.173245,0.171208,0.002037
28698,-0.001412,0.003044,0.004456
16684,0.158699,0.158801,0.000102
55593,0.287950,0.290757,0.002807
26524,0.285457,0.285786,0.000329
41126,0.382810,0.383120,0.000310
21433,0.401169,0.402266,0.001097
27623,0.501095,0.500889,0.000206
55796,0.263149,0.263849,0.000700
35791,0.200240,0.200753,0.000513
52359,0.188865,0.187120,0.001745
3353,0.031663,0.035796,0.004133
23876,0.237034,0.236681,0.000353
43971,0.557278,0.557263,0.000015
48050,0.188551,0.191003,0.002452
41649,0.331488,0.332312,0.000824
35259,0.540565,0.542145,0.001580
28568,0.084617,0.085208,0.000591
9547,0.056342,0.059098,0.002756
11367,0.175507,0.176782,0.001275
62763,0.293874,0.293315,0.000559
6878,0.079314,0.081882,0.002568
34009,0.193026,0.195152,0.002126
22851,0.353558,0.353638,0.000080
59660,0.056359,0.056765,0.000406
25392,0.109144,0.109803,0.000659
37951,0.066935,0.074834,0.007899
36045,0.377800,0.378060,0.000260
933,0.016605,0.020109,0.003504
27921,0.085757,0.090881,0.005124
63591,0.546435,0.547593,0.001158
45238,0.081228,0.082549,0.001321
32107,0.133169,0.133686,0.000517
53001,0.439531,0.439758,0.000227
8324,0.122281,0.126980,0.004699
24608,0.010696,0.013617,0.002921
49231,0.326015,0.329303,0.003288
3410,0.121193,0.121067,0.000126
63523,0.173116,0.171951,0.001165
531,0.529653,0.529954,0.000301
113,0.436965,0.436563,0.000402
6777,0.292171,0.291694,0.000477
10370,0.609534,0.610249,0.000715
31660,0.415788,0.415452,0.000336
26896,0.154718,0.155384,0.000666
7651,0.064816,0.066832,0.002016
16949,0.088933,0.091646,0.002713
40687,0.298324,0.295383,0.002941
3119,0.070570,0.072472,0.001902
37585,0.331704,0.333347,0.001643
52034,0.302878,0.300638,0.002240
49453,0.151070,0.151312,0.000242
4406,0.128033,0.131717,0.003684
19698,0.127009,0.128347,0.001338
11964,0.115180,0.114763,0.000417
48323,0.020514,0.023223,0.002709
53214,0.263416,0.262552,0.000864
47126,0.328820,0.329146,0.000326
61100,0.303643,0.305118,0.001475
22960,0.025685,0.029332,0.003647
55968,0.367412,0.367434,0.000022
51354,0.207434,0.207339,0.000095
29347,0.009172,0.013385,0.004213
66841,0.378524,0.378322,0.000202
63330,0.050318,0.053385,0.003067
45589,0.454337,0.453282,0.001055
33663,0.307784,0.307156,0.000628
49018,-0.003283,0.000505,0.003788
52845,0.249890,0.249669,0.000221
36500,0.027130,0.036115,0.008985
37806,0.489428,0.488935,0.000493
7241,0.407903,0.406591,0.001312
4728,0.129006,0.133788,0.004782
23968,0.140734,0.140741,0.000007
62615,0.010065,0.013070,0.003005
735,0.144914,0.144598,0.000316
58713,0.258805,0.258153,0.000652
51317,0.365079,0.366972,0.001893
32035,0.532889,0.535591,0.002702
17243,0.202194,0.194288,0.007906
53630,0.613046,0.612025,0.001021
3921,0.550781,0.546965,0.003816
31604,0.095697,0.095184,0.000513
64462,0.314849,0.317605,0.002756
13166,0.190762,0.193855,0.003093
6190,0.423683,0.422667,0.001016
57934,0.172732,0.173359,0.000627
53660,0.303405,0.303301,0.000104
2698,0.104312,0.104808,0.000496
36402,0.346917,0.346583,0.000334
64055,0.004379,0.010750,0.006371
39528,0.058812,0.060792,0.001980
46114,0.363702,0.361640,0.002062
50619,0.040690,0.044274,0.003584
4825,0.489932,0.490672,0.000740
14830,0.318875,0.322200,0.003325
10730,0.463737,0.463211,0.000526
49303,0.173395,0.174398,0.001003
1921,0.464324,0.463465,0.000859
18612,0.018011,0.021053,0.003042
42713,0.265730,0.264707,0.001023
50214,0.091651,0.094525,0.002874
46362,0.126545,0.127944,0.001399
19305,0.081969,0.086403,0.004434
13680,0.063742,0.065728,0.001986
1459,0.178511,0.179546,0.001035
56278,0.129897,0.127788,0.002109
63527,0.300425,0.302142,0.001717
36830,0.048532,0.050924,0.002392
38056,0.483896,0.481873,0.002023
35887,0.392007,0.391433,0.000574
46894,0.022187,0.025668,0.003481
30524,0.174013,0.175542,0.001529
53482,0.300253,0.298441,0.001812
21812,0.399980,0.402069,0.002089
18363,0.419031,0.417640,0.001391
1494,0.090075,0.090845,0.000770
64651,0.243418,0.243418,0.000000
52860,-0.003073,0.002260,0.005333
31031,0.355811,0.355226,0.000585
55628,0.033095,0.035573,0.002478
20656,0.062340,0.064869,0.002529
54016,0.216490,0.216073,0.000417
25811,0.000402,0.001862,0.001460
28755,0.310294,0.309897,0.000397
55686,0.445174,0.445425,0.000251
16819,0.026686,0.029489,0.002803
37407,0.403068,0.400276,0.002792
51139,0.166848,0.163842,0.003006
64293,0.202374,0.202256,0.000118
27722,0.118147,0.121183,0.003036
36767,0.246157,0.243734,0.002423
16595,0.537862,0.539147,0.001285
52604,0.145493,0.144789,0.000704
30518,0.195716,0.194687,0.001029
23558,0.354930,0.354784,0.000146
52077,0.563863,0.563048,0.000815
17099,0.305641,0.305930,0.000289
12068,0.055137,0.057855,0.002718
17885,0.285747,0.284498,0.001249
16846,0.006569,0.011865,0.005296
61652,0.222958,0.223517,0.000559
46345,0.487040,0.486391,0.000649
26678,0.160019,0.158306,0.001713
48960,0.353743,0.350922,0.002821
41839,0.348060,0.347296,0.000764
5427,0.212671,0.210869,0.001802
39512,0.050340,0.052068,0.001728
25314,0.459724,0.460383,0.000659
2318,0.016544,0.019643,0.003099
53347,0.122636,0.124494,0.001858
23149,0.407850,0.404379,0.003471
20084,0.121013,0.120440,0.000573
21593,-0.004963,0.000893,0.005856
59929,0.107186,0.109718,0.002532
30583,0.226812,0.224191,0.002621
14466,0.418884,0.417059,0.001825
27361,0.122349,0.122483,0.000134
6037,0.128336,0.127444,0.000892
20971,0.054284,0.056133,0.001849
24007,0.442713,0.440432,0.002281
44972,0.006760,0.010642,0.003882
4502,0.215044,0.211920,0.003124
16069,0.368214,0.368084,0.000130
64766,0.593258,0.590695,0.002563
33877,0.242100,0.239978,0.002122
60078,0.185193,0.185479,0.000286
28822,0.018779,0.021780,0.003001
58903,0.312991,0.310793,0.002198
9646,0.450181,0.447625,0.002556
29398,0.347737,0.347390,0.000347
62075,0.510728,0.509258,0.001470
44401,0.132191,0.133932,0.001741
60801,0.146782,0.146446,0.000336
36518,0.226013,0.221870,0.004143
52538,0.589248,0.582633,0.006615
34811,0.220162,0.219194,0.000968
28093,0.253624,0.253421,0.000203
35996,0.524110,0.524411,0.000301
55748,0.100859,0.104455,0.003596
47163,0.138814,0.136535,0.002279
33850,0.001654,0.003700,0.002046
55054,0.100071,0.101912,0.001841
37624,0.291643,0.287787,0.003856
49007,0.161691,0.165136,0.003445
45661,0.369012,0.368229,0.000783
55821,0.372224,0.371146,0.001078
63875,0.002876,0.006242,0.003366
26175,0.228537,0.228333,0.000204
64140,0.332251,0.333276,0.001025
7387,0.196540,0.196411,0.000129
64736,0.197984,0.197490,0.000494
12715,0.019275,0.024129,0.004854
54645,0.377065,0.380754,0.003689
65459,0.059206,0.061620,0.002414
38555,0.297042,0.298051,0.001009
32116,0.027048,0.029417,0.002369
35311,0.143665,0.144712,0.001047
41592,0.074916,0.076541,0.001625
33986,0.481802,0.479177,0.002625
65524,0.411131,0.408332,0.002799
15527,0.354585,0.355220,0.000635
51162,0.358239,0.356149,0.002090
10031,0.291815,0.290783,0.001032
36311,0.119247,0.122183,0.002936
35166,0.120880,0.121917,0.001037
32044,0.144878,0.142696,0.002182
12135,0.373196,0.372448,0.000748
34885,0.174691,0.171403,0.003288
5309,0.200188,0.203822,0.003634
1103,0.237052,0.236319,0.000733
54952,-0.003893,0.001098,0.004991
8555,0.140874,0.138621,0.002253
16798,0.167111,0.167764,0.000653
783,0.313769,0.313672,0.000097
63736,0.104287,0.105060,0.000773
2521,0.072236,0.074672,0.002436
47341,0.220269,0.217955,0.002314
50125,0.093626,0.097029,0.003403
8119,0.454696,0.450648,0.004048
44038,0.000932,0.005224,0.004292
23033,0.206141,0.201055,0.005086
9778,0.250547,0.251983,0.001436
65189,0.346641,0.349251,0.002610
2932,0.283848,0.282135,0.001713
7620,0.043709,0.045411,0.001702
19813,0.090621,0.093190,0.002569
56347,0.694098,0.694356,0.000258
34772,0.054261,0.056902,0.002641
19032,0.188519,0.185572,0.002947
62670,0.505836,0.504458,0.001378
18042,0.167006,0.168343,0.001337
6462,0.222216,0.220437,0.001779
47470,0.222827,0.222744,0.000083
1255,0.440421,0.440970,0.000549
65504,0.018918,0.022155,0.003237
39655,0.327856,0.330073,0.002217
45568,0.123536,0.123952,0.000416
59209,0.061393,0.063524,0.002131
60269,0.311332,0.310807,0.000525
29788,0.005084,0.009318,0.004234
25531,0.078645,0.082324,0.003679
2280,0.052946,0.054293,0.001347
50845,0.074080,0.076955,0.002875
13754,0.278313,0.277698,0.000615
53448,0.293922,0.294216,0.000294
33027,0.182923,0.183993,0.001070
49624,0.472034,0.471280,0.000754
65430,0.126391,0.127799,0.001408
34251,0.107537,0.108708,0.001171
40065,0.296055,0.296037,0.000018
8187,0.144535,0.148146,0.003611
48074,0.379269,0.379068,0.000201
11684,0.154458,0.153632,0.000826
3730,0.409473,0.406498,0.002975
59294,0.277779,0.276905,0.000874
48735,0.333351,0.329693,0.003658
11598,0.219116,0.220907,0.001791
55931,0.007696,0.012385,0.004689
38427,0.390791,0.389365,0.001426
27486,0.010914,0.015586,0.004672
9345,0.144222,0.145996,0.001774
26796,0.105751,0.108796,0.003045
59977,0.106352,0.106753,0.000401
22878,0.364319,0.363781,0.000538
49060,0.346503,0.345211,0.001292
16520,0.281539,0.281745,0.000206
11681,0.091309,0.093065,0.001756
57499,0.354610,0.354046,0.000564
41222,0.430044,0.429527,0.000517
36472,0.442499,0.443527,0.001028
40234,0.139389,0.141329,0.001940
41345,0.149552,0.148667,0.000885
62392,0.263436,0.262306,0.001130
63357,0.098254,0.098984,0.000730
17647,0.288772,0.288547,0.000225
61400,0.073944,0.076183,0.002239
8622,0.181128,0.176880,0.004248
9512,0.447932,0.452289,0.004357
58527,0.168677,0.170407,0.001730
751,0.398287,0.399113,0.000826
41372,0.008597,0.011791,0.003194
39972,0.187296,0.190813,0.003517
40250,0.356850,0.356295,0.000555
53737,0.078243,0.082520,0.004277
29708,0.577669,0.574023,0.003646
14089,-0.006856,0.000132,0.006988
57758,0.112261,0.112876,0.000615
607,0.027174,0.030440,0.003266
31586,0.174041,0.175742,0.001701
11775,0.470856,0.468771,0.002085
47786,0.334779,0.340187,0.005408
60744,0.436461,0.438898,0.002437
7931,0.188504,0.189108,0.000604
7476,0.171226,0.175737,0.004511
35265,0.375322,0.369838,0.005484
10501,0.054595,0.057590,0.002995
28915,0.224050,0.225195,0.001145
19092,0.267802,0.269955,0.002153
13021,0.260081,0.259966,0.000115
45996,0.207136,0.207458,0.000322
45042,0.474113,0.472188,0.001925
11727,0.104242,0.105716,0.001474
46855,0.151238,0.153085,0.001847
43643,0.212519,0.213409,0.000890
19960,0.444822,0.443395,0.001427
13208,0.285058,0.283459,0.001599
29066,0.216972,0.213334,0.003638
24613,0.414992,0.414645,0.000347
47045,0.260739,0.261463,0.000724
1660,0.124392,0.123164,0.001228
28777,0.082280,0.088401,0.006121
20026,0.105285,0.107465,0.002180
20139,0.063194,0.066119,0.002925
34067,0.087859,0.091631,0.003772
53984,0.499372,0.501724,0.002352
3456,0.317762,0.319043,0.001281
51965,0.189308,0.191711,0.002403
3848,0.218589,0.218965,0.000376
47777,0.232153,0.236292,0.004139
37562,0.155607,0.157035,0.001428
43567,0.053963,0.055271,0.001308
8985,0.480880,0.477875,0.003005
4266,0.526516,0.523256,0.003260
28573,0.509502,0.506555,0.002947
38420,0.254392,0.256530,0.002138
13834,-0.007820,0.000424,0.008244
44905,0.161271,0.161404,0.000133
6127,0.157440,0.158137,0.000697
7864,0.085775,0.088632,0.002857
3687,0.442642,0.440134,0.002508
22679,0.275636,0.274713,0.000923
48312,0.127298,0.127581,0.000283
32492,0.353042,0.350891,0.002151
24769,0.041249,0.044028,0.002779
61535,0.404661,0.403723,0.000938
44260,-0.002134,0.004111,0.006245
10260,0.086106,0.086876,0.000770
20885,0.343321,0.343571,0.000250
43229,0.146802,0.148198,0.001396
27275,0.155075,0.154770,0.000305
57501,0.015172,0.017213,0.002041
15865,0.317163,0.318009,0.000846
63831,0.191454,0.192496,0.001042
27161,0.080782,0.077637,0.003145
45428,0.337702,0.337623,0.000079
2371,0.415889,0.416588,0.000699
16221,0.110576,0.111860,0.001284
24694,0.012975,0.017102,0.004127
47297,0.234724,0.230821,0.003903
38004,0.039152,0.043987,0.004835
30001,0.090402,0.091008,0.000606
51674,0.579049,0.578852,0.000197
20708,0.025905,0.027724,0.001819
52844,0.478708,0.476044,0.002664
10888,0.291814,0.290827,0.000987
45277,0.215721,0.213838,0.001883
12148,0.199183,0.199834,0.000651
31722,0.113374,0.115549,0.002175
11305,0.339603,0.340057,0.000454
37775,0.128711,0.128282,0.000429
51334,0.120342,0.121359,0.001017
34376,0.471710,0.471642,0.000068
45703,0.116337,0.117447,0.001110
42383,0.447548,0.446835,0.000713
24238,0.191902,0.187029,0.004873
23251,0.501561,0.500920,0.000641
60867,0.389823,0.392068,0.002245
30643,0.217076,0.227564,0.010488
14917,0.263614,0.261250,0.002364
14392,0.106891,0.109713,0.002822
52229,0.047892,0.050996,0.003104
47136,0.154023,0.152887,0.001136
32895,0.093705,0.095202,0.001497
38705,0.084834,0.085785,0.000951
21350,0.135882,0.136351,0.000469
62822,0.390401,0.388962,0.001439
59037,0.171965,0.170649,0.001316
6657,0.174973,0.172926,0.002047
62097,0.369601,0.376007,0.006406
23502,0.262016,0.262962,0.000946
62520,0.124032,0.121950,0.002082
14879,0.101506,0.102390,0.000884
9655,0.420001,0.416581,0.003420
4349,0.275298,0.275103,0.000195
60062,0.079602,0.082036,0.002434
52636,0.038888,0.039348,0.000460
841,0.122343,0.121803,0.000540
44685,0.194844,0.193941,0.000903
48433,0.240339,0.241626,0.001287
53041,0.309774,0.312167,0.002393
19062,0.422213,0.420599,0.001614
31297,0.101874,0.102442,0.000568
26716,0.131478,0.131919,0.000441
50386,0.444973,0.443857,0.001116
40559,0.232537,0.232659,0.000122
66045,0.200894,0.200563,0.000331
41619,0.053638,0.055149,0.001511
13144,0.072663,0.076190,0.003527
48107,0.148726,0.148160,0.000566
10876,0.140697,0.143152,0.002455
58068,0.609866,0.608465,0.001401
6844,0.253601,0.254801,0.001200
56379,0.178635,0.180292,0.001657
3371,0.197245,0.194397,0.002848
59827,0.282361,0.281720,0.000641
65409,0.314648,0.319813,0.005165
53675,0.369019,0.367442,0.001577
43536,0.262156,0.262256,0.000100
21786,0.271555,0.270449,0.001106
11106,0.157638,0.158497,0.000859
33165,0.299606,0.301887,0.002281
31254,0.242975,0.241070,0.001905
32347,0.146523,0.146548,0.000025
15011,0.141910,0.143089,0.001179
30920,0.036916,0.036056,0.000860
17034,0.294188,0.292327,0.001861
58900,0.200774,0.201367,0.000593
37144,0.100779,0.104466,0.003687
47430,0.351684,0.350883,0.000801
38242,0.058192,0.061731,0.003539
53254,0.134648,0.134786,0.000138
59177,0.118387,0.122022,0.003635
33668,0.259646,0.258309,0.001337
48032,0.278753,0.275172,0.003581
57314,0.274287,0.273860,0.000427
34868,0.474084,0.471069,0.003015
43189,0.197163,0.197706,0.000543
65149,0.292222,0.290029,0.002193
44364,0.457429,0.456507,0.000922
367,0.393517,0.391858,0.001659
2471,0.321825,0.321855,0.000030
29237,0.074204,0.077784,0.003580
38537,0.127451,0.128537,0.001086
22929,0.260948,0.261123,0.000175
61384,0.104738,0.108536,0.003798
1455,0.132182,0.133708,0.001526
21321,0.036256,0.039520,0.003264
48309,0.361119,0.361790,0.000671
31309,0.118624,0.117357,0.001267
22028,0.478240,0.477279,0.000961
19150,0.613888,0.612153,0.001735
20845,0.011553,0.017082,0.005529
4312,0.108498,0.109808,0.001310
10714,0.114287,0.115569,0.001282
63160,0.176178,0.174809,0.001369
8664,0.055433,0.055371,0.000062
36691,0.376153,0.374222,0.001931
4320,0.119103,0.120062,0.000959
55959,0.205629,0.204120,0.001509
20606,0.023821,0.024656,0.000835
10551,0.322320,0.325471,0.003151
42699,0.273537,0.278256,0.004719
1201,0.313127,0.311924,0.001203
22962,0.172303,0.172734,0.000431
19530,0.151135,0.150638,0.000497
45016,0.055963,0.055910,0.000053
55297,0.458734,0.457905,0.000829
57931,0.160720,0.161432,0.000712
2724,0.056913,0.062850,0.005937
38122,0.166264,0.164795,0.001469
19148,0.050168,0.054306,0.004138
43875,0.295652,0.297561,0.001909
2406,0.256568,0.252895,0.003673
49809,0.167725,0.168651,0.000926
48779,0.334445,0.333835,0.000610
11851,0.231969,0.230187,0.001782
11215,0.076157,0.077287,0.001130
57071,0.157118,0.155224,0.001894
17511,0.488476,0.487056,0.001420
51752,0.235959,0.238924,0.002965
24048,0.310075,0.308601,0.001474
55833,0.365344,0.364612,0.000732
7346,0.438915,0.438829,0.000086
16792,0.002074,0.003827,0.001753
9231,0.320524,0.322858,0.002334
38489,0.244981,0.243358,0.001623
50471,0.607629,0.607036,0.000593
59519,0.331507,0.330812,0.000695
21178,0.134454,0.134729,0.000275
20699,0.065700,0.070794,0.005094
8511,0.343842,0.341174,0.002668
10882,0.042141,0.045766,0.003625
65435,0.173664,0.171615,0.002049
12304,0.220512,0.219367,0.001145
2492,0.213622,0.213147,0.000475
22053,0.136573,0.138562,0.001989
51429,0.062296,0.064883,0.002587
3655,0.198839,0.198103,0.000736
45786,0.452972,0.451840,0.001132
53766,0.235828,0.231603,0.004225
24053,0.171169,0.174740,0.003571
19075,0.048676,0.051754,0.003078
57005,0.219139,0.217142,0.001997
16200,0.501851,0.499773,0.002078
45517,-0.009392,0.000000,0.009392
34873,0.139563,0.139559,0.000004
25673,0.225574,0.222975,0.002599
23068,0.442281,0.440829,0.001452
22798,0.060198,0.062915,0.002717
9653,0.122930,0.122844,0.000086
39768,0.239886,0.240197,0.000311
63260,0.098953,0.102338,0.003385
64815,0.231493,0.228901,0.002592
12922,0.018181,0.021752,0.003571
30465,-0.006814,0.000375,0.007189
54329,0.103675,0.106346,0.002671
30239,0.165665,0.167015,0.001350
64101,0.370224,0.366245,0.003979
60213,0.496844,0.493101,0.003743
4744,0.088615,0.094072,0.005457
12016,0.069127,0.071107,0.001980
25548,-0.005671,0.001020,0.006691
15638,0.149554,0.154548,0.004994
14590,0.079241,0.082431,0.003190
28104,0.531168,0.529196,0.001972
9723,0.417609,0.418077,0.000468
55615,0.214668,0.214958,0.000290
4007,0.373329,0.372662,0.000667
44502,0.369382,0.369720,0.000338
38426,0.397322,0.395660,0.001662
1254,0.271096,0.270377,0.000719
17439,0.025519,0.031376,0.005857
37263,0.069764,0.071523,0.001759
65228,0.276297,0.277846,0.001549
19204,0.422795,0.423160,0.000365
65137,0.385008,0.385725,0.000717
39755,0.346290,0.343496,0.002794
19390,0.401551,0.406263,0.004712
46718,0.089114,0.090732,0.001618
1352,0.518668,0.520719,0.002051
35567,0.164805,0.165814,0.001009
32676,0.195373,0.193484,0.001889
61576,0.610512,0.611716,0.001204
21337,0.136144,0.135861,0.000283
45484,0.444799,0.440870,0.003929
11621,0.174477,0.175425,0.000948
20752,0.378817,0.379971,0.001154
6263,0.289341,0.290557,0.001216
64513,0.497592,0.493586,0.004006
28108,0.224030,0.224618,0.000588
66216,0.232417,0.232166,0.000251
172,0.112889,0.111617,0.001272
25078,0.037152,0.041341,0.004189
31564,0.455756,0.454135,0.001621
49411,0.402032,0.402496,0.000464
50966,0.439530,0.437526,0.002004
51157,0.244446,0.246024,0.001578
26477,0.182194,0.182614,0.000420
58613,0.178911,0.178345,0.000566
19628,0.244689,0.244275,0.000414
3448,0.088078,0.088006,0.000072
8292,0.270770,0.271602,0.000832
28197,0.220077,0.217631,0.002446
45605,0.050160,0.052420,0.002260
22687,0.461750,0.461819,0.000069
18345,0.005227,0.008031,0.002804
13340,0.415472,0.416191,0.000719
56730,0.095321,0.097937,0.002616
45444,0.401936,0.397582,0.004354
23882,0.196582,0.195324,0.001258
66966,0.211547,0.208905,0.002642
62549,0.163670,0.165360,0.001690
11222,0.390836,0.391490,0.000654
20053,0.199028,0.204642,0.005614
47730,0.215491,0.211749,0.003742
39102,0.240300,0.239916,0.000384
8014,0.105301,0.105363,0.000062
38128,0.198581,0.197722,0.000859
61824,0.219947,0.218874,0.001073
9397,0.667746,0.668664,0.000918
27338,0.033468,0.034193,0.000725
63540,0.172889,0.172978,0.000089
1615,0.021373,0.025780,0.004407
41109,0.534530,0.531509,0.003021
18235,0.505123,0.505193,0.000070
18507,0.204386,0.203938,0.000448
41085,0.435494,0.433394,0.002100
66368,0.065710,0.067687,0.001977
61282,0.410338,0.409271,0.001067
42846,0.314360,0.314736,0.000376
6410,0.295468,0.295552,0.000084
61964,0.275410,0.275870,0.000460
42525,0.301907,0.299515,0.002392
14911,-0.004169,0.001237,0.005406
51609,0.287855,0.288866,0.001011
2393,0.010237,0.012044,0.001807
15375,0.427796,0.426787,0.001009
13374,0.413993,0.415121,0.001128
28041,0.055635,0.057246,0.001611
18090,0.234644,0.232541,0.002103
32748,0.232437,0.229476,0.002961
62456,0.243257,0.242076,0.001181
48486,0.386572,0.385073,0.001499
9965,0.356245,0.356035,0.000210
31143,0.562409,0.560489,0.001920
22807,0.577787,0.577235,0.000552
38898,0.332565,0.332849,0.000284
894,0.383721,0.381104,0.002617
23206,0.595504,0.593809,0.001695
53388,0.400484,0.403111,0.002627
61178,0.399020,0.399151,0.000131
9839,0.312599,0.307220,0.005379
33855,0.040933,0.045321,0.004388
49504,0.240199,0.239299,0.000900
15556,0.545861,0.545354,0.000507
56227,0.050697,0.051252,0.000555
11243,0.196659,0.195717,0.000942
23442,0.452368,0.449736,0.002632
49382,0.076704,0.080727,0.004023
41766,0.403984,0.402544,0.001440
22182,0.113033,0.114084,0.001051
33983,0.061247,0.064580,0.003333
33114,0.009964,0.014186,0.004222
61984,0.083766,0.085120,0.001354
4418,0.162743,0.161953,0.000790
38159,0.585550,0.584678,0.000872
52457,0.445382,0.443459,0.001923
20820,0.390498,0.392081,0.001583
46730,0.388792,0.388292,0.000500
42045,0.457739,0.456772,0.000967
65989,0.306767,0.306942,0.000175
55815,0.272156,0.272185,0.000029
22132,0.242519,0.244116,0.001597
5810,0.086552,0.088887,0.002335
10943,0.011881,0.016530,0.004649
58504,0.558578,0.558570,0.000008
14978,0.475879,0.476078,0.000199
59315,0.309624,0.311652,0.002028
33991,0.378916,0.376880,0.002036
42140,0.149637,0.150209,0.000572
29297,0.076718,0.078076,0.001358
60693,0.175559,0.176828,0.001269
29056,-0.007951,0.000343,0.008294
29590,0.330589,0.330858,0.000269
23420,0.065638,0.068029,0.002391
23337,0.212627,0.211698,0.000929
28940,0.370225,0.367743,0.002482
16606,0.310645,0.310988,0.000343
50764,0.061179,0.061204,0.000025
3808,0.186144,0.184351,0.001793
26798,0.464941,0.462003,0.002938
41827,0.574540,0.572581,0.001959
38866,0.006412,0.011787,0.005375
53497,0.225605,0.225894,0.000289
39274,0.447714,0.445839,0.001875
28720,0.239114,0.239596,0.000482
43540,0.205464,0.211510,0.006046
40433,0.315732,0.316823,0.001091
57313,0.615235,0.612883,0.002352
53929,0.387617,0.386933,0.000684
31680,0.527737,0.525107,0.002630
10919,0.301168,0.301820,0.000652
56801,0.413945,0.408381,0.005564
53749,0.117392,0.118827,0.001435
30423,0.099660,0.103956,0.004296
42977,0.242920,0.242637,0.000283
66742,0.444377,0.444144,0.000233
35557,0.110911,0.114293,0.003382
59390,0.065750,0.069296,0.003546
49734,0.270712,0.269161,0.001551
6607,0.425002,0.427194,0.002192
133,0.185491,0.187490,0.001999
48326,0.075283,0.078047,0.002764
45387,0.388118,0.386529,0.001589
56527,0.297173,0.301332,0.004159
9559,-0.005442,0.001211,0.006653
22674,0.084454,0.085746,0.001292
46318,0.528501,0.524293,0.004208
42739,0.062487,0.066795,0.004308
14553,0.100738,0.105989,0.005251
39394,0.144972,0.145981,0.001009
3387,0.090473,0.092471,0.001998
29824,0.571508,0.572911,0.001403
50446,0.211071,0.210421,0.000650
40007,0.266486,0.264559,0.001927
31593,0.475893,0.476925,0.001032
24850,0.213187,0.214898,0.001711
5259,0.149870,0.152029,0.002159
49953,0.104950,0.105824,0.000874
48636,0.048171,0.051120,0.002949
64057,0.106930,0.108219,0.001289
52575,0.431356,0.431851,0.000495
5196,0.157155,0.156800,0.000355
63348,0.141268,0.144779,0.003511
64629,0.158129,0.158027,0.000102
33147,0.067427,0.069232,0.001805
39621,0.146920,0.148078,0.001158
13401,0.159524,0.157362,0.002162
35082,0.280873,0.276414,0.004459
63539,0.480486,0.479503,0.000983
39077,0.346146,0.345821,0.000325
24505,0.250409,0.251825,0.001416
1937,0.079545,0.082242,0.002697
41181,0.194442,0.194545,0.000103
48111,0.413739,0.411004,0.002735
36125,0.318737,0.318805,0.000068
26222,0.259367,0.258290,0.001077
5282,0.644374,0.644055,0.000319
1676,0.161242,0.161167,0.000075
26525,0.279850,0.280854,0.001004
28329,0.410860,0.412089,0.001229
31863,0.270499,0.271296,0.000797
42187,0.239744,0.238506,0.001238
26748,0.417928,0.421590,0.003662
40238,0.424210,0.424589,0.000379
49246,0.140663,0.143389,0.002726
30931,0.019371,0.023490,0.004119
38481,0.321620,0.319051,0.002569
50354,0.378779,0.378436,0.000343
33258,0.280796,0.279929,0.000867
9550,0.170349,0.169590,0.000759
22466,0.395583,0.395090,0.000493
18492,0.237659,0.237412,0.000247
12132,0.218922,0.218213,0.000709
5150,0.385224,0.385978,0.000754
64768,0.333562,0.335107,0.001545
6395,0.364104,0.364800,0.000696
63931,0.053625,0.058112,0.004487
48790,0.099982,0.100414,0.000432
41920,0.243937,0.241693,0.002244
50783,0.167805,0.166436,0.001369
53939,0.177908,0.178582,0.000674
18941,0.118895,0.116719,0.002176
17989,0.415618,0.413140,0.002478
39022,0.366151,0.367018,0.000867
26260,0.262375,0.261805,0.000570
25456,0.077287,0.079978,0.002691
28002,-0.004425,0.002384,0.006809
24284,0.224847,0.223669,0.001178
7341,0.163405,0.163342,0.000063
2405,0.283265,0.284146,0.000881
64974,0.292714,0.292299,0.000415
16335,0.104860,0.108055,0.003195
50854,0.029618,0.031263,0.001645
8211,0.344251,0.345380,0.001129
18876,0.371906,0.379583,0.007677
37103,0.066990,0.069813,0.002823
14053,0.387417,0.387148,0.000269
27557,0.301752,0.302098,0.000346
51443,0.230236,0.228840,0.001396
15559,0.453928,0.453993,0.000065
10353,0.270727,0.269338,0.001389
2414,0.202378,0.202297,0.000081
43674,0.332538,0.332046,0.000492
25919,0.365103,0.363994,0.001109
59849,0.636705,0.636914,0.000209
12531,0.173966,0.174493,0.000527
10152,0.285987,0.284229,0.001758
59537,0.433740,0.431513,0.002227
47907,0.044919,0.048246,0.003327
30504,0.063965,0.066936,0.002971
6485,0.029388,0.031617,0.002229
52649,0.151342,0.151936,0.000594
24317,0.011366,0.015051,0.003685
2986,0.583650,0.579876,0.003774
