,predicted,target,err:
5137,0.282690,0.283950,0.001260
52387,0.121713,0.124511,0.002798
60397,0.148765,0.151436,0.002671
8500,0.276064,0.277055,0.000991
5227,0.218412,0.217501,0.000911
61555,0.093580,0.093962,0.000382
1491,0.098058,0.099679,0.001621
22734,0.563261,0.563568,0.000307
50000,0.400277,0.398083,0.002194
22608,0.307781,0.308761,0.000980
32967,0.469686,0.466719,0.002967
58240,0.158413,0.157903,0.000510
24032,0.068665,0.072131,0.003466
25661,0.337885,0.339000,0.001115
63363,0.174018,0.173870,0.000148
32211,0.134734,0.137710,0.002976
7209,0.026741,0.029960,0.003219
47123,0.355970,0.356119,0.000149
66880,0.436134,0.437242,0.001108
49888,0.644698,0.643573,0.001125
56202,0.073996,0.077155,0.003159
55795,0.029318,0.032206,0.002888
52357,0.032884,0.035591,0.002707
46490,0.292057,0.291387,0.000670
39395,0.154565,0.157493,0.002928
14872,0.119748,0.120404,0.000656
7318,0.289173,0.290389,0.001216
13723,0.417896,0.419257,0.001361
35746,0.535656,0.534830,0.000826
36276,0.361270,0.360860,0.000410
15179,0.433304,0.432233,0.001071
18355,0.247836,0.246740,0.001096
38887,0.057376,0.057148,0.000228
55084,0.317694,0.317360,0.000334
35193,0.086538,0.088504,0.001966
18795,0.057241,0.058368,0.001127
63780,0.048741,0.054214,0.005473
56252,0.207675,0.206529,0.001146
36419,0.495708,0.494392,0.001316
39146,0.089320,0.094967,0.005647
56962,0.154768,0.155876,0.001108
16234,0.520560,0.520903,0.000343
34281,0.428862,0.428580,0.000282
18746,0.073770,0.072581,0.001189
65200,0.198201,0.198041,0.000160
34454,0.378367,0.376252,0.002115
40099,0.292757,0.288898,0.003859
4028,0.094838,0.100567,0.005729
41626,0.039180,0.041436,0.002256
10424,0.424813,0.425409,0.000596
41930,0.238493,0.239641,0.001148
53434,0.387228,0.385627,0.001601
56888,0.150179,0.149668,0.000511
44649,0.582756,0.582049,0.000707
9928,0.014959,0.020120,0.005161
16929,0.241601,0.240159,0.001442
49089,0.043296,0.046695,0.003399
18762,0.346769,0.345716,0.001053
14148,0.249254,0.251579,0.002325
37919,0.333083,0.331914,0.001169
19473,0.113522,0.111950,0.001572
48575,0.538336,0.537053,0.001283
4036,0.357166,0.355303,0.001863
27934,0.219740,0.216784,0.002956
26115,0.007392,0.010454,0.003062
35738,0.273612,0.273515,0.000097
24922,0.067190,0.068274,0.001084
55449,0.694494,0.696980,0.002486
65914,0.162517,0.161491,0.001026
24888,0.253440,0.252780,0.000660
58148,0.387783,0.382393,0.005390
53569,0.550273,0.553085,0.002812
16718,0.120443,0.121955,0.001512
61016,0.421671,0.422865,0.001194
24925,0.080710,0.080911,0.000201
3935,0.183653,0.182570,0.001083
65829,0.328356,0.327907,0.000449
59886,0.324299,0.322904,0.001395
58548,0.361386,0.356373,0.005013
11458,0.138587,0.140491,0.001904
42953,0.186229,0.183542,0.002687
23942,0.258429,0.256703,0.001726
55733,0.141129,0.140347,0.000782
7677,0.121595,0.122903,0.001308
25846,0.258208,0.258259,0.000051
10947,0.020231,0.025019,0.004788
57956,0.352367,0.353687,0.001320
66422,0.336753,0.337572,0.000819
59176,0.008878,0.013621,0.004743
773,0.455238,0.455350,0.000112
3976,0.317521,0.316212,0.001309
25608,0.229613,0.228506,0.001107
33059,0.282792,0.281218,0.001574
62747,0.199173,0.196624,0.002549
38198,0.457598,0.457763,0.000165
32144,0.183627,0.183101,0.000526
66867,0.344874,0.344109,0.000765
41818,0.303405,0.303137,0.000268
35519,0.110118,0.111352,0.001234
65949,0.103051,0.106732,0.003681
45142,0.084032,0.086891,0.002859
43053,0.068119,0.067479,0.000640
17396,0.319056,0.316516,0.002540
18598,0.038579,0.041571,0.002992
62619,0.114595,0.114835,0.000240
53640,0.206053,0.201934,0.004119
49989,0.014200,0.024608,0.010408
58859,0.425184,0.425547,0.000363
60941,0.373998,0.375408,0.001410
11702,0.217235,0.215984,0.001251
25910,0.105312,0.108712,0.003400
23458,0.189137,0.186803,0.002334
14595,0.589538,0.593075,0.003537
29291,0.000952,0.005839,0.004887
48833,0.221241,0.218576,0.002665
20713,0.030456,0.030861,0.000405
30260,0.187983,0.188260,0.000277
56127,0.273245,0.272060,0.001185
2992,0.376812,0.377985,0.001173
8235,0.467326,0.464502,0.002824
66037,0.009268,0.010667,0.001399
54566,0.107181,0.109491,0.002310
31801,0.064740,0.068656,0.003916
7161,0.246218,0.246434,0.000216
53642,0.042412,0.044671,0.002259
61894,0.171910,0.170669,0.001241
50610,0.346921,0.347393,0.000472
19719,0.228419,0.228611,0.000192
26696,0.171092,0.169927,0.001165
62184,0.138380,0.135573,0.002807
61797,0.326138,0.326266,0.000128
646,0.034091,0.040549,0.006458
54406,0.299892,0.299987,0.000095
30803,0.164189,0.165782,0.001593
54634,0.191938,0.192151,0.000213
50589,0.093955,0.094380,0.000425
24008,0.079712,0.079473,0.000239
5314,0.320311,0.317971,0.002340
8241,0.113483,0.113114,0.000369
36043,0.227895,0.228838,0.000943
5779,0.353542,0.353666,0.000124
45010,-0.001451,0.002350,0.003801
48214,-0.006019,0.000089,0.006108
6065,0.154089,0.151722,0.002367
9826,0.259660,0.262239,0.002579
1574,0.501499,0.501394,0.000105
48102,0.210589,0.212242,0.001653
15726,0.193352,0.192078,0.001274
23029,0.250858,0.247880,0.002978
22653,0.095639,0.094699,0.000940
48691,0.464369,0.463396,0.000973
19599,0.028120,0.030334,0.002214
38063,0.299634,0.297107,0.002527
2885,0.102383,0.101670,0.000713
64009,0.049370,0.051265,0.001895
39940,0.261730,0.261309,0.000421
30621,0.109324,0.112195,0.002871
28383,0.158958,0.159691,0.000733
46349,0.070177,0.071759,0.001582
44600,0.207432,0.208626,0.001194
17516,0.569730,0.572085,0.002355
60781,0.031912,0.034471,0.002559
20772,0.077087,0.082059,0.004972
17291,0.102260,0.101934,0.000326
60144,0.181766,0.181386,0.000380
16974,0.372518,0.373636,0.001118
20873,0.487759,0.488566,0.000807
43133,0.262595,0.261415,0.001180
36096,0.499740,0.497763,0.001977
46845,0.355904,0.352559,0.003345
5966,0.337664,0.338109,0.000445
6429,0.402773,0.417192,0.014419
29676,0.084266,0.084371,0.000105
14032,0.035615,0.032062,0.003553
11296,0.450253,0.448049,0.002204
59214,0.183342,0.181145,0.002197
60230,0.029038,0.029577,0.000539
1270,0.145552,0.145655,0.000103
30647,0.510189,0.510263,0.000074
697,0.371472,0.371807,0.000335
14124,0.438306,0.436210,0.002096
59962,0.331262,0.330979,0.000283
3173,0.164407,0.161481,0.002926
1941,0.170544,0.165726,0.004818
33833,0.130088,0.129307,0.000781
43117,0.000835,0.006493,0.005658
23537,0.199423,0.200015,0.000592
3507,0.122116,0.111881,0.010235
55075,0.151193,0.153098,0.001905
47260,0.018351,0.021137,0.002786
66366,0.219737,0.215908,0.003829
39590,0.366534,0.367144,0.000610
33929,0.444974,0.442643,0.002331
61827,0.133978,0.132146,0.001832
37119,0.288366,0.286813,0.001553
30287,0.357948,0.355139,0.002809
23338,0.174816,0.174600,0.000216
2528,0.171705,0.173395,0.001690
48500,0.344988,0.342557,0.002431
31402,0.499133,0.499137,0.000004
54275,0.300640,0.300284,0.000356
53147,0.320328,0.324197,0.003869
52287,0.009896,0.014742,0.004846
50930,0.304645,0.303423,0.001222
56471,0.085950,0.088569,0.002619
48767,0.227084,0.228997,0.001913
57315,0.089871,0.091831,0.001960
43849,0.471038,0.468491,0.002547
17853,0.205628,0.206095,0.000467
42695,0.129742,0.133523,0.003781
50254,0.163996,0.163809,0.000187
26070,0.522655,0.522259,0.000396
54332,0.105455,0.107859,0.002404
12140,0.325303,0.323561,0.001742
63264,0.136686,0.137265,0.000579
51844,0.156846,0.154130,0.002716
11541,0.389562,0.395729,0.006167
31597,0.333764,0.335489,0.001725
38222,0.450154,0.451375,0.001221
8913,0.011102,0.014347,0.003245
37457,-0.007722,0.000034,0.007756
58566,-0.002442,0.005078,0.007520
9932,0.188635,0.189271,0.000636
13179,0.167420,0.166316,0.001104
26448,0.504688,0.504766,0.000078
14493,0.600000,0.598247,0.001753
48422,0.410223,0.408773,0.001450
56493,0.090826,0.094312,0.003486
40588,0.240892,0.241150,0.000258
66236,0.084234,0.088462,0.004228
56350,0.053869,0.055351,0.001482
47613,0.212908,0.212761,0.000147
47052,0.061420,0.064118,0.002698
63866,0.124959,0.126550,0.001591
64117,0.011261,0.017137,0.005876
32027,0.510564,0.507244,0.003320
48206,0.444245,0.442459,0.001786
54944,0.171435,0.169570,0.001865
18655,0.032798,0.036602,0.003804
10949,0.181976,0.182464,0.000488
32715,0.386409,0.379736,0.006673
60534,0.082856,0.085548,0.002692
39466,0.030905,0.039237,0.008332
65071,0.350663,0.348752,0.001911
38905,0.067630,0.070454,0.002824
11789,0.024659,0.030644,0.005985
48529,0.433991,0.435675,0.001684
26054,0.381107,0.382073,0.000966
3495,0.417079,0.416892,0.000187
47872,0.650571,0.651150,0.000579
57949,0.127510,0.131488,0.003978
59785,0.174764,0.175303,0.000539
24108,0.510041,0.510332,0.000291
64786,0.099043,0.102801,0.003758
3028,0.345436,0.346638,0.001202
61046,0.110286,0.109791,0.000495
28458,0.334780,0.333932,0.000848
48541,0.246733,0.246485,0.000248
24743,0.409067,0.407085,0.001982
35316,0.346347,0.345732,0.000615
42639,0.307031,0.307452,0.000421
41714,0.073314,0.076949,0.003635
58952,0.126303,0.126622,0.000319
8465,0.323258,0.323432,0.000174
3788,0.111233,0.115478,0.004245
22396,0.210544,0.210232,0.000312
21710,0.011552,0.013859,0.002307
17760,0.234141,0.231225,0.002916
14916,0.148741,0.149104,0.000363
35824,0.142848,0.143942,0.001094
27480,0.082130,0.084516,0.002386
7922,0.210128,0.213421,0.003293
15107,0.106630,0.109050,0.002420
55177,0.508477,0.514823,0.006346
36792,0.481674,0.482299,0.000625
9722,0.237273,0.238288,0.001015
22722,0.250476,0.249751,0.000725
64995,0.147000,0.148065,0.001065
45047,0.216571,0.215406,0.001165
6491,0.065002,0.066103,0.001101
56775,0.175018,0.176723,0.001705
61382,0.077449,0.079839,0.002390
26071,0.254049,0.253117,0.000932
27479,0.116999,0.116708,0.000291
65357,0.057439,0.060194,0.002755
54989,0.266907,0.268241,0.001334
15750,0.062775,0.063140,0.000365
24382,0.059389,0.062938,0.003549
9060,0.180489,0.181466,0.000977
4679,0.330561,0.332192,0.001631
12052,0.216256,0.215714,0.000542
44129,0.137580,0.141164,0.003584
27694,0.020029,0.021635,0.001606
33696,0.077152,0.079795,0.002643
63439,0.075854,0.077726,0.001872
3136,0.354924,0.355311,0.000387
22818,0.153798,0.154818,0.001020
24848,0.380351,0.379126,0.001225
62754,0.119322,0.121238,0.001916
14136,0.182052,0.184000,0.001948
28282,0.160790,0.163655,0.002865
40177,0.008105,0.011209,0.003104
4420,0.361539,0.363458,0.001919
26211,0.510460,0.511596,0.001136
37608,0.309339,0.310518,0.001179
20237,0.025971,0.028630,0.002659
8740,0.159422,0.160140,0.000718
52451,0.118153,0.120762,0.002609
8140,0.309005,0.310293,0.001288
32984,0.410029,0.413157,0.003128
25240,0.215795,0.211665,0.004130
2322,0.030927,0.034497,0.003570
57362,0.434301,0.433990,0.000311
41942,0.428159,0.432857,0.004698
15766,0.127052,0.128231,0.001179
50444,0.059542,0.061136,0.001594
2132,0.423815,0.421577,0.002238
59322,0.450061,0.449296,0.000765
49314,0.118151,0.118531,0.000380
6821,0.306942,0.306513,0.000429
34110,0.390373,0.392158,0.001785
44042,0.034964,0.036301,0.001337
3757,0.002402,0.007223,0.004821
34659,0.506744,0.503556,0.003188
54203,0.427446,0.424028,0.003418
66701,0.198033,0.199371,0.001338
914,0.141028,0.140161,0.000867
6916,0.384344,0.382689,0.001655
10445,0.386793,0.388141,0.001348
10577,0.158400,0.158518,0.000118
34321,0.305687,0.304617,0.001070
24068,0.189388,0.189524,0.000136
64932,0.270142,0.269993,0.000149
6752,0.060363,0.063923,0.003560
3840,0.313082,0.315850,0.002768
29642,0.203203,0.203590,0.000387
24234,0.329516,0.329792,0.000276
21696,0.280354,0.280451,0.000097
64740,0.154818,0.156998,0.002180
41857,-0.006506,0.000789,0.007295
66255,0.198719,0.196187,0.002532
10945,0.291036,0.289272,0.001764
60083,0.162581,0.159841,0.002740
63205,0.183577,0.183928,0.000351
65825,0.292825,0.296503,0.003678
52106,0.464665,0.462463,0.002202
4264,0.359883,0.356772,0.003111
25687,0.220750,0.221401,0.000651
55165,0.499355,0.498212,0.001143
60467,0.391260,0.391182,0.000078
60473,0.123968,0.125312,0.001344
51265,0.049937,0.049045,0.000892
36670,0.382254,0.380681,0.001573
65490,0.001573,0.006099,0.004526
696,0.022143,0.025537,0.003394
66008,0.001756,0.004643,0.002887
62390,0.018792,0.023199,0.004407
27123,0.408803,0.407391,0.001412
17571,0.512319,0.510587,0.001732
15798,0.323166,0.325320,0.002154
10887,0.002949,0.007077,0.004128
17497,-0.001051,0.001807,0.002858
13655,0.140148,0.144171,0.004023
32085,0.489418,0.488250,0.001168
53843,0.069074,0.073089,0.004015
38425,0.369461,0.364983,0.004478
56684,0.012183,0.016015,0.003832
43716,0.105451,0.107853,0.002402
51187,0.004126,0.006253,0.002127
52078,0.486622,0.487380,0.000758
7481,0.295959,0.293492,0.002467
65888,0.169761,0.167209,0.002552
58690,0.402594,0.402363,0.000231
52185,0.158223,0.159190,0.000967
5114,0.182903,0.183297,0.000394
37490,0.272578,0.277226,0.004648
52902,0.047872,0.050573,0.002701
16495,0.459027,0.458511,0.000516
57398,0.121365,0.122710,0.001345
45958,0.154255,0.154064,0.000191
31765,0.408267,0.408329,0.000062
53287,0.368729,0.372106,0.003377
37325,0.408460,0.407822,0.000638
12946,0.048236,0.049504,0.001268
10853,0.233668,0.233544,0.000124
43736,0.395161,0.397408,0.002247
40452,0.415400,0.414621,0.000779
39168,0.025189,0.029720,0.004531
51540,0.418107,0.421137,0.003030
39228,0.339256,0.338528,0.000728
41977,0.110749,0.109529,0.001220
6692,0.164286,0.164559,0.000273
34848,0.197935,0.199163,0.001228
38854,0.037490,0.039557,0.002067
19732,0.130223,0.134169,0.003946
58333,0.465427,0.462715,0.002712
18791,0.220610,0.217651,0.002959
21558,0.076248,0.080323,0.004075
45069,0.292042,0.292209,0.000167
1879,0.593575,0.596042,0.002467
7281,0.499268,0.500439,0.001171
5453,0.386918,0.385176,0.001742
33990,0.074438,0.077480,0.003042
25819,0.004649,0.006979,0.002330
51941,0.267422,0.267207,0.000215
26550,0.090628,0.095458,0.004830
44024,0.529088,0.529746,0.000658
41175,0.296124,0.297014,0.000890
14168,0.363010,0.363401,0.000391
62113,0.363560,0.366463,0.002903
41447,0.091742,0.093691,0.001949
10849,0.365565,0.366326,0.000761
34475,0.376664,0.375735,0.000929
874,0.220482,0.220167,0.000315
47878,0.399495,0.399073,0.000422
19155,0.166865,0.168043,0.001178
11047,0.116105,0.115562,0.000543
19620,0.476162,0.476142,0.000020
7567,0.365964,0.364626,0.001338
53914,0.390844,0.389461,0.001383
30516,0.051201,0.053847,0.002646
58248,0.383457,0.385646,0.002189
63812,0.342146,0.343032,0.000886
19130,0.486553,0.486317,0.000236
45386,0.442840,0.440863,0.001977
15236,0.001876,0.006471,0.004595
27662,0.224362,0.222994,0.001368
30685,0.492731,0.491114,0.001617
13924,0.399324,0.400423,0.001099
56167,0.014922,0.019470,0.004548
52812,0.584451,0.582990,0.001461
58657,0.094033,0.098358,0.004325
41135,0.152247,0.154283,0.002036
4977,0.147340,0.148271,0.000931
23784,0.040854,0.045092,0.004238
48585,0.494853,0.492685,0.002168
57058,0.063738,0.066393,0.002655
60106,0.250787,0.249388,0.001399
52378,0.483055,0.481239,0.001816
48752,0.071448,0.075141,0.003693
36030,0.427961,0.427063,0.000898
37977,0.236780,0.234821,0.001959
39403,0.169206,0.167797,0.001409
33499,0.333903,0.333334,0.000569
60912,0.082371,0.084208,0.001837
39280,0.056207,0.058867,0.002660
6541,0.105488,0.109195,0.003707
66014,0.106502,0.107821,0.001319
41698,0.176838,0.176882,0.000044
60988,0.210567,0.211027,0.000460
58590,0.615328,0.613438,0.001890
61243,0.319521,0.318652,0.000869
13719,0.475014,0.474652,0.000362
39446,0.264696,0.265898,0.001202
40810,0.450772,0.453552,0.002780
47294,0.243317,0.242397,0.000920
25325,0.251883,0.252931,0.001048
3382,0.238139,0.235036,0.003103
18310,0.276678,0.275817,0.000861
17455,0.032145,0.036032,0.003887
61873,0.247312,0.250527,0.003215
61224,0.334919,0.335214,0.000295
28049,0.358513,0.357556,0.000957
29758,0.266088,0.265946,0.000142
7781,0.232783,0.233573,0.000790
30360,0.097273,0.098377,0.001104
51987,0.208874,0.207389,0.001485
2644,0.183928,0.183448,0.000480
38069,0.244008,0.243594,0.000414
54751,0.428181,0.429112,0.000931
1644,0.599348,0.598344,0.001004
50424,0.127338,0.128411,0.001073
45767,0.013788,0.018316,0.004528
21503,0.342069,0.340828,0.001241
44423,-0.007777,0.000096,0.007873
60280,0.243081,0.241658,0.001423
44802,0.111875,0.116239,0.004364
20427,0.336925,0.333990,0.002935
65306,0.321747,0.319510,0.002237
1291,0.178543,0.176182,0.002361
66081,0.385947,0.390028,0.004081
7177,0.399189,0.397909,0.001280
49260,0.105923,0.107245,0.001322
37513,-0.009424,0.000008,0.009432
46570,0.224398,0.221664,0.002734
2338,0.427244,0.426433,0.000811
50562,0.682539,0.682202,0.000337
35961,0.302740,0.302293,0.000447
41231,0.034401,0.036094,0.001693
31530,0.076521,0.080593,0.004072
63556,0.334303,0.336626,0.002323
62886,0.012723,0.017573,0.004850
7340,0.202470,0.202074,0.000396
30526,0.377457,0.377618,0.000161
24973,0.552868,0.552597,0.000271
60861,0.469801,0.470028,0.000227
19387,0.368878,0.368104,0.000774
16812,0.090819,0.091978,0.001159
17132,0.282181,0.280372,0.001809
32232,0.591393,0.594303,0.002910
2273,0.085737,0.088147,0.002410
54055,0.180408,0.181746,0.001338
16516,0.451686,0.451369,0.000317
50362,0.171731,0.170006,0.001725
7541,0.143978,0.145565,0.001587
21296,0.332767,0.330752,0.002015
2330,0.176635,0.178967,0.002332
34378,0.406205,0.406061,0.000144
48957,0.312453,0.311540,0.000913
23815,0.286942,0.286714,0.000228
52697,0.229013,0.227235,0.001778
44373,0.116794,0.117261,0.000467
23861,0.157031,0.156488,0.000543
52601,0.173866,0.173365,0.000501
57034,0.209345,0.213568,0.004223
45262,0.226964,0.227014,0.000050
34907,0.163829,0.160509,0.003320
65164,0.089425,0.091141,0.001716
35635,0.357166,0.353579,0.003587
55640,0.281015,0.282595,0.001580
39766,0.185459,0.185271,0.000188
50274,0.160392,0.160897,0.000505
57919,0.225823,0.229002,0.003179
45214,0.570028,0.570213,0.000185
4883,0.332508,0.330692,0.001816
11538,0.239674,0.240242,0.000568
26005,0.245381,0.244857,0.000524
24581,0.325649,0.324966,0.000683
39651,0.288780,0.289333,0.000553
2515,0.528480,0.526785,0.001695
51948,0.327157,0.327293,0.000136
65301,0.437262,0.437102,0.000160
60421,0.008469,0.016104,0.007635
8400,0.393131,0.391422,0.001709
59558,0.423481,0.424438,0.000957
45649,0.321214,0.320419,0.000795
31632,0.146096,0.144715,0.001381
48156,0.277836,0.277513,0.000323
39,0.450893,0.450984,0.000091
18349,0.411032,0.409761,0.001271
1655,0.053959,0.059090,0.005131
26529,0.259527,0.256799,0.002728
63094,0.073382,0.076717,0.003335
56863,0.086719,0.089048,0.002329
42353,0.424727,0.427078,0.002351
11792,0.153968,0.154164,0.000196
62871,0.206163,0.206825,0.000662
57883,0.473966,0.477497,0.003531
46348,0.090663,0.095511,0.004848
56369,0.176129,0.178495,0.002366
21111,0.182693,0.184597,0.001904
23668,0.182557,0.181732,0.000825
52734,0.631996,0.632118,0.000122
31234,0.468905,0.468674,0.000231
36359,0.183609,0.185480,0.001871
1975,0.154455,0.153545,0.000910
45092,0.166220,0.164345,0.001875
37495,0.201164,0.201222,0.000058
2008,0.143786,0.144868,0.001082
57595,0.384776,0.385292,0.000516
2791,0.440734,0.439309,0.001425
29109,0.119371,0.117242,0.002129
25893,0.120196,0.122738,0.002542
51312,0.410722,0.410433,0.000289
15673,0.209939,0.210463,0.000524
66507,0.227461,0.228299,0.000838
2927,0.107870,0.108525,0.000655
26821,0.014210,0.018890,0.004680
49419,0.201717,0.202790,0.001073
60023,0.421705,0.420672,0.001033
55342,0.527516,0.527338,0.000178
34141,0.367797,0.369871,0.002074
9918,0.130266,0.129284,0.000982
59483,0.144139,0.144715,0.000576
9851,0.249407,0.251994,0.002587
46789,0.076728,0.078652,0.001924
60675,0.082925,0.086262,0.003337
35478,0.399617,0.398773,0.000844
26053,0.219485,0.216152,0.003333
39805,0.311406,0.311583,0.000177
45294,0.092451,0.095055,0.002604
20795,0.053813,0.054175,0.000362
17146,0.537285,0.536181,0.001104
43447,0.406947,0.401861,0.005086
29174,0.062214,0.066539,0.004325
19292,0.250480,0.250033,0.000447
22916,0.113582,0.115386,0.001804
35828,0.036428,0.038757,0.002329
63071,0.047307,0.050496,0.003189
47732,0.014559,0.019938,0.005379
25859,0.569310,0.566811,0.002499
30307,0.371035,0.370001,0.001034
11941,0.175987,0.174615,0.001372
41436,0.235082,0.236602,0.001520
56879,0.517975,0.517041,0.000934
47016,0.230087,0.229059,0.001028
17877,0.041569,0.044953,0.003384
47697,0.090913,0.093316,0.002403
65906,0.193401,0.195146,0.001745
60834,0.444398,0.445216,0.000818
31310,0.238032,0.238283,0.000251
8236,0.145135,0.147636,0.002501
15219,0.305379,0.303644,0.001735
11429,0.068922,0.072414,0.003492
32329,0.323563,0.325215,0.001652
9331,0.348122,0.348389,0.000267
1486,0.067623,0.070842,0.003219
49286,0.397631,0.396674,0.000957
15247,0.434347,0.433086,0.001261
63401,0.305811,0.305521,0.000290
54689,0.149335,0.148499,0.000836
9354,0.035233,0.036640,0.001407
30855,0.065991,0.068587,0.002596
43101,0.063165,0.065435,0.002270
53783,0.320507,0.316821,0.003686
36300,0.010474,0.016948,0.006474
13504,0.151178,0.154658,0.003480
35781,0.518477,0.518313,0.000164
32281,0.059396,0.060525,0.001129
55746,0.333872,0.334089,0.000217
8197,0.529506,0.528245,0.001261
50407,0.551950,0.549380,0.002570
7982,0.381597,0.374288,0.007309
35357,0.223646,0.224854,0.001208
40840,0.475502,0.474716,0.000786
28201,0.459867,0.459874,0.000007
14615,0.354250,0.353409,0.000841
16394,0.315704,0.315934,0.000230
39388,0.017101,0.023290,0.006189
54215,0.067395,0.069603,0.002208
23129,0.280647,0.279109,0.001538
39663,0.055758,0.060003,0.004245
3559,0.106662,0.109176,0.002514
13129,0.305033,0.305603,0.000570
49826,0.223094,0.224932,0.001838
24273,0.099613,0.103981,0.004368
31078,0.156837,0.157838,0.001001
18861,0.469249,0.468096,0.001153
64051,0.171460,0.171517,0.000057
11096,0.021626,0.025203,0.003577
15020,0.359147,0.358852,0.000295
55725,0.135615,0.134985,0.000630
34099,0.102846,0.108374,0.005528
20793,0.327678,0.326566,0.001112
24109,0.192801,0.195180,0.002379
62715,0.194336,0.194284,0.000052
56256,0.008380,0.011171,0.002791
30793,0.019410,0.021050,0.001640
58682,0.099430,0.100286,0.000856
18935,0.439428,0.436374,0.003054
2449,0.635865,0.634862,0.001003
60478,0.213360,0.213797,0.000437
66544,0.126909,0.126060,0.000849
50326,0.236095,0.235022,0.001073
14430,0.211947,0.212426,0.000479
63233,0.387081,0.382924,0.004157
59927,0.020309,0.022418,0.002109
10186,0.308893,0.308591,0.000302
64164,0.146533,0.146326,0.000207
28844,0.219389,0.218606,0.000783
57654,0.293586,0.294615,0.001029
45981,0.141929,0.143315,0.001386
52633,0.045755,0.047108,0.001353
47471,0.325097,0.322502,0.002595
1180,0.215448,0.213574,0.001874
38212,0.193895,0.192755,0.001140
62440,0.263716,0.263984,0.000268
63209,0.356734,0.356293,0.000441
55229,0.358187,0.355877,0.002310
48761,0.005893,0.007525,0.001632
48693,0.091992,0.093569,0.001577
18102,0.323350,0.324997,0.001647
13525,0.444251,0.444009,0.000242
7479,0.325634,0.326865,0.001231
45998,0.351092,0.349363,0.001729
37379,0.108135,0.108594,0.000459
8530,0.068147,0.070253,0.002106
53032,0.194385,0.192371,0.002014
58615,0.309232,0.309218,0.000014
59573,0.483861,0.483158,0.000703
60944,0.373619,0.372563,0.001056
43981,0.007983,0.013008,0.005025
47612,0.086371,0.088994,0.002623
54481,0.396809,0.397831,0.001022
25219,0.219521,0.217433,0.002088
38389,0.424384,0.425246,0.000862
59938,0.217621,0.216639,0.000982
45519,0.394446,0.392214,0.002232
22824,0.343390,0.341028,0.002362
35979,0.199744,0.198855,0.000889
3502,0.003895,0.007780,0.003885
8413,0.034750,0.035856,0.001106
62309,0.229439,0.227605,0.001834
54381,0.253008,0.251861,0.001147
57959,0.589179,0.588245,0.000934
28487,0.212492,0.210453,0.002039
22271,0.051355,0.053278,0.001923
29987,0.303863,0.302749,0.001114
23469,0.050316,0.049861,0.000455
63465,0.202127,0.202090,0.000037
30912,0.104634,0.106204,0.001570
14697,0.537146,0.538080,0.000934
65621,0.327014,0.325392,0.001622
16870,0.346129,0.346890,0.000761
2298,0.189355,0.190407,0.001052
61554,0.034930,0.036850,0.001920
31237,0.196661,0.197175,0.000514
52542,0.079942,0.081693,0.001751
45831,0.429474,0.429744,0.000270
65405,0.347290,0.345778,0.001512
14998,0.090891,0.093080,0.002189
46354,0.313939,0.312763,0.001176
50507,0.423805,0.424693,0.000888
17933,0.147651,0.147458,0.000193
31727,0.336812,0.336638,0.000174
55097,0.132027,0.133135,0.001108
43522,0.567313,0.569610,0.002297
53433,-0.005501,0.003038,0.008539
57779,0.453611,0.454195,0.000584
7454,0.060516,0.062544,0.002028
61644,0.123958,0.123251,0.000707
57464,0.448508,0.452036,0.003528
15033,0.132236,0.132302,0.000066
9696,0.176018,0.174785,0.001233
33364,0.029605,0.033363,0.003758
34309,0.434756,0.435545,0.000789
17108,0.391094,0.390878,0.000216
34855,0.419652,0.420226,0.000574
25607,0.228721,0.227329,0.001392
28809,0.280727,0.279910,0.000817
1866,0.284579,0.282854,0.001725
27958,0.524984,0.525772,0.000788
13897,0.317795,0.319270,0.001475
7416,0.214150,0.211907,0.002243
58518,0.314067,0.313474,0.000593
47187,0.110738,0.110291,0.000447
61569,0.268691,0.271207,0.002516
61632,0.161747,0.161807,0.000060
15672,0.101189,0.102533,0.001344
40401,0.199137,0.194385,0.004752
40898,0.006219,0.008906,0.002687
12088,0.074603,0.077853,0.003250
47179,0.089505,0.093972,0.004467
59594,0.460512,0.457927,0.002585
9720,0.486280,0.486534,0.000254
13542,0.350951,0.350359,0.000592
51023,0.457936,0.457292,0.000644
50499,0.107506,0.109256,0.001750
9908,0.324830,0.323363,0.001467
59307,0.162848,0.162402,0.000446
32505,0.152278,0.151517,0.000761
42105,0.045478,0.048387,0.002909
28697,0.341511,0.343983,0.002472
28175,0.519249,0.520193,0.000944
16502,0.184855,0.184717,0.000138
9155,0.405527,0.409360,0.003833
48894,0.090000,0.092824,0.002824
47167,0.470418,0.471611,0.001193
24953,0.386525,0.392741,0.006216
23858,0.493150,0.493725,0.000575
30479,0.336599,0.337240,0.000641
12799,0.133035,0.135741,0.002706
45651,0.137362,0.137865,0.000503
53875,0.139373,0.139250,0.000123
18192,0.073833,0.074991,0.001158
27922,0.194827,0.193995,0.000832
51336,0.290631,0.293044,0.002413
24470,0.269758,0.265614,0.004144
39877,0.250237,0.250429,0.000192
64560,0.041161,0.041621,0.000460
9961,0.303968,0.303827,0.000141
25780,0.415060,0.412909,0.002151
47896,0.267410,0.268420,0.001010
32557,0.443492,0.443910,0.000418
15598,0.078480,0.080685,0.002205
28681,-0.007340,0.003535,0.010875
41468,0.557367,0.555978,0.001389
